crime_id,station_id,district,crime_type,modus_operandi,incident_date,incident_time,incident_year,incident_month,incident_day_of_week,incident_hour,latitude,longitude,location_type,severity,weapons_used,property_loss_inr,status,fir_number,io_officer,offender_ids,victim_ids,solved,days_to_solve,district_id,crime_type_id,modus_operandi_id,location_type_id,weapon_id,case_status_id,io_officer_id
869,40,Udupi,Cybercrime,Identity theft,2020-10-30,18:24:00,2020,10,Friday,18,13.233492,74.777417,Road,3,None,0,Closed - Acquitted,FIR/2020/040/0869,DP,"[71, 303]",[91],1,302,12,2,5,6,4,1,120
870,18,Dakshina Kannada,Cybercrime,Investment scam,2020-11-22,01:39:00,2020,11,Sunday,1,12.845946,74.919755,Park,3,Knife,0,Closed - Convicted,FIR/2020/018/0870,BB,[370],[534],0,,5,2,6,3,3,2,54
871,20,Belagavi,Theft,Pickpocket,2022-11-29,16:51:00,2022,11,Tuesday,16,15.741167,74.464505,Road,3,None,385570,Under Investigation,FIR/2022/020/0871,BF,[66],[368],1,,6,9,31,6,4,6,58
872,15,Tumakuru,Theft,Chain snatching,2025-07-14,16:51:00,2025,7,Monday,16,13.425388,77.179493,Commercial,3,None,199228,Closed - Convicted,FIR/2025/015/0872,AQ,[321],[424],0,340,4,9,29,1,4,2,43
873,35,Hassan,Cybercrime,Identity theft,2025-11-22,16:45:00,2025,11,Saturday,16,12.887186,76.163646,Road,4,Firearm,0,Pending Trial,FIR/2025/035/0873,DA,[79],[215],1,,10,2,5,6,2,5,105
874,28,Dharwad,Assault,Gang fight,2025-07-21,17:01:00,2025,7,Monday,17,15.434714,74.965547,Commercial,4,Blunt Object,0,Under Investigation,FIR/2025/028/0874,CE,[246],"[288, 589]",1,,8,1,3,1,1,6,83
875,6,Bengaluru Urban,Kidnapping,Child abduction,2023-11-12,19:50:00,2023,11,Sunday,19,12.995528,77.512674,Market,5,Firearm,0,Pending Trial,FIR/2023/006/0875,P,[319],[551],1,,1,5,16,2,2,5,16
876,34,Hassan,Robbery,Armed robbery,2024-10-21,19:20:00,2024,10,Monday,19,13.088167,76.136759,Residence,5,Knife,321455,Under Investigation,FIR/2024/034/0876,CW,"[317, 253]",[343],1,329,10,7,23,5,3,6,101
877,28,Dharwad,Robbery,Armed robbery,2024-07-09,17:33:00,2024,7,Tuesday,17,15.39592,75.06123,Residence,5,None,437817,Open,FIR/2024/028/0877,CF,"[26, 290, 106]",[517],0,168,8,7,23,5,4,4,84
878,37,Shivamogga,Assault,Domestic violence,2021-12-07,08:09:00,2021,12,Tuesday,8,13.877283,75.578048,Public Transport,4,Firearm,0,Under Investigation,FIR/2021/037/0878,DG,"[157, 396]",[172],0,,11,1,2,4,2,6,111
879,28,Dharwad,Cybercrime,Online fraud,2020-12-05,16:55:00,2020,12,Saturday,16,15.346961,74.889746,Commercial,4,None,0,Under Investigation,FIR/2020/028/0879,CF,[154],[74],0,,8,2,7,1,4,6,84
880,26,Kalaburagi,Vandalism,Graffiti,2021-03-03,11:20:00,2021,3,Wednesday,11,17.309739,76.718085,Public Transport,3,None,0,Closed - Acquitted,FIR/2021/026/0880,BX,[79],"[42, 448]",0,70,7,10,34,4,4,1,76
881,4,Bengaluru Urban,Cybercrime,Identity theft,2024-06-06,20:54:00,2024,6,Thursday,20,13.001372,77.489712,Public Transport,3,Firearm,0,Closed - Convicted,FIR/2024/004/0881,K,[79],[358],0,22,1,2,5,4,2,2,11
882,11,Mysuru,Vandalism,Graffiti,2023-08-07,20:56:00,2023,8,Monday,20,12.331562,76.676926,Commercial,2,None,0,Closed - Acquitted,FIR/2023/011/0882,AF,[11],[465],1,94,3,10,34,1,4,1,32
883,27,Dharwad,Theft,House break-in,2024-06-16,16:41:00,2024,6,Sunday,16,15.408157,74.982702,Public Transport,3,None,435230,Under Investigation,FIR/2024/027/0883,CA,[313],[23],0,,8,9,30,4,4,6,79
884,39,Udupi,Assault,Gang fight,2025-06-02,06:23:00,2025,6,Monday,6,13.358321,74.787218,Commercial,3,None,0,Closed - Convicted,FIR/2025/039/0884,DM,[158],[170],0,345,12,1,3,1,4,2,117
885,16,Tumakuru,Assault,Road rage,2025-05-03,15:28:00,2025,5,Saturday,15,13.302021,77.184532,Commercial,4,Knife,0,Closed - Convicted,FIR/2025/016/0885,AU,[19],[371],0,157,4,1,4,1,3,2,47
886,15,Tumakuru,Vandalism,Graffiti,2025-04-12,07:31:00,2025,4,Saturday,7,13.424258,77.189469,Commercial,3,None,0,Closed - Convicted,FIR/2025/015/0886,AS,[73],[597],0,,4,10,34,1,4,2,45
887,16,Tumakuru,Theft,Pickpocket,2023-11-17,17:23:00,2023,11,Friday,17,13.329889,77.235886,Public Transport,3,None,450262,Under Investigation,FIR/2023/016/0887,AT,"[57, 64]","[259, 474]",0,37,4,9,31,4,4,6,46
888,17,Dakshina Kannada,Cybercrime,Investment scam,2021-06-30,22:22:00,2021,6,Wednesday,22,12.836192,74.990116,Market,3,None,0,Closed - Convicted,FIR/2021/017/0888,AY,[54],[277],1,333,5,2,6,2,4,2,51
889,24,Kalaburagi,Assault,Road rage,2021-09-13,08:55:00,2021,9,Monday,8,17.297712,76.803791,Commercial,4,Firearm,0,Closed - Convicted,FIR/2021/024/0889,BS,[397],[597],1,,7,1,4,1,2,2,71
890,27,Dharwad,Robbery,Armed robbery,2025-12-14,18:40:00,2025,12,Sunday,18,15.525307,74.986331,Public Transport,5,None,157592,Open,FIR/2025/027/0890,CB,[380],[310],1,,8,7,23,4,4,4,80
891,29,Dharwad,Cybercrime,Online fraud,2022-11-08,18:31:00,2022,11,Tuesday,18,15.456294,75.082046,Market,4,Knife,0,Closed - Convicted,FIR/2022/029/0891,CH,"[126, 149]",[358],0,,8,2,7,2,3,2,86
892,19,Dakshina Kannada,Robbery,Mugging,2020-05-31,02:29:00,2020,5,Sunday,2,12.869836,74.963193,Market,4,None,397399,Open,FIR/2020/019/0892,BC,[236],[32],0,,5,7,25,2,4,4,55
893,18,Dakshina Kannada,Assault,Gang fight,2024-11-06,09:38:00,2024,11,Wednesday,9,12.85076,74.945316,Park,3,None,0,Closed - Convicted,FIR/2024/018/0893,BA,[361],[374],1,128,5,1,3,3,4,2,53
894,23,Belagavi,Vandalism,Graffiti,2025-06-16,21:23:00,2025,6,Monday,21,15.92064,74.546475,Residence,3,None,0,Open,FIR/2025/023/0894,BP,[24],[466],1,110,6,10,34,5,4,4,68
895,15,Tumakuru,Fraud,Cheque fraud,2022-03-05,06:00:00,2022,3,Saturday,6,13.263395,77.142164,Public Transport,4,Firearm,446203,Closed - Convicted,FIR/2022/015/0895,AS,"[159, 85, 253]",[233],0,,4,4,12,4,2,2,45
896,37,Shivamogga,Robbery,Armed robbery,2023-01-02,10:01:00,2023,1,Monday,10,13.994135,75.681714,Market,5,Firearm,442226,Under Investigation,FIR/2023/037/0896,DE,"[341, 27]","[234, 373]",1,90,11,7,23,2,2,6,109
897,22,Belagavi,Theft,Chain snatching,2022-08-29,20:30:00,2022,8,Monday,20,15.956734,74.54751,Public Transport,3,None,492292,Closed - Convicted,FIR/2022/022/0897,BL,"[73, 260]","[536, 400]",0,,6,9,29,4,4,2,64
898,11,Mysuru,Theft,Vehicle theft,2023-08-13,13:51:00,2023,8,Sunday,13,12.397385,76.659939,Park,2,None,453586,Under Investigation,FIR/2023/011/0898,AE,"[280, 291]","[151, 342]",0,323,3,9,32,3,4,6,31
899,18,Dakshina Kannada,Robbery,Mugging,2022-05-29,18:23:00,2022,5,Sunday,18,12.799886,74.938738,Market,4,None,179625,Open,FIR/2022/018/0899,BB,[267],[546],1,,5,7,25,2,4,4,54
900,22,Belagavi,Theft,Vehicle theft,2021-02-14,10:37:00,2021,2,Sunday,10,15.9307,74.551046,Public Transport,3,None,492358,Open,FIR/2021/022/0900,BL,[400],[287],1,39,6,9,32,4,4,4,64
901,17,Dakshina Kannada,Cybercrime,Identity theft,2022-03-23,11:20:00,2022,3,Wednesday,11,12.73812,74.893387,Road,3,None,0,Open,FIR/2022/017/0901,AY,[87],[399],0,,5,2,5,6,4,4,51
902,31,Ballari,Theft,Pickpocket,2024-09-23,15:42:00,2024,9,Monday,15,15.045418,76.931831,Road,3,None,253326,Under Investigation,FIR/2024/031/0902,CM,"[194, 74]",[383],0,49,9,9,31,6,4,6,91
903,32,Ballari,Theft,House break-in,2025-11-14,16:25:00,2025,11,Friday,16,15.177025,76.826115,Market,3,None,84848,Under Investigation,FIR/2025/032/0903,CP,[295],[232],1,315,9,9,30,2,4,6,94
904,28,Dharwad,Assault,Brawl,2020-12-07,12:02:00,2020,12,Monday,12,15.55639,75.068456,Park,4,None,0,Pending Trial,FIR/2020/028/0904,CE,"[11, 199]",[257],0,67,8,1,1,3,4,5,83
905,22,Belagavi,Fraud,Cheque fraud,2025-01-19,08:03:00,2025,1,Sunday,8,15.746296,74.58491,Residence,4,Blunt Object,205132,Under Investigation,FIR/2025/022/0905,BN,[52],[558],1,171,6,4,12,5,1,6,66
906,16,Tumakuru,Theft,Vehicle theft,2024-06-18,20:08:00,2024,6,Tuesday,20,13.299723,77.038549,Market,3,None,487180,Closed - Convicted,FIR/2024/016/0906,AT,"[72, 90]",[586],0,,4,9,32,2,4,2,46
907,33,Hassan,Theft,Vehicle theft,2022-03-26,10:34:00,2022,3,Saturday,10,13.007637,76.05183,Commercial,3,None,235213,Under Investigation,FIR/2022/033/0907,CS,"[319, 328]",[419],0,,10,9,32,1,4,6,97
908,22,Belagavi,Sexual Assault,Rape,2022-06-10,13:45:00,2022,6,Friday,13,15.73594,74.416802,Park,5,None,0,Open,FIR/2022/022/0908,BM,[25],"[91, 155]",1,,6,8,28,3,4,4,65
909,38,Shivamogga,Drug Offence,Distribution,2020-02-18,20:21:00,2020,2,Tuesday,20,14.016857,75.557011,Market,5,None,0,Open,FIR/2020/038/0909,DJ,[253],[498],0,,11,3,9,2,4,4,114
910,37,Shivamogga,Robbery,Armed robbery,2022-11-04,00:24:00,2022,11,Friday,0,13.832273,75.542218,Park,5,Knife,109489,Under Investigation,FIR/2022/037/0910,DE,[119],[569],1,,11,7,23,3,3,6,109
911,30,Ballari,Drug Offence,Trafficking,2025-02-16,18:55:00,2025,2,Sunday,18,15.22525,76.803654,Market,5,None,0,Closed - Convicted,FIR/2025/030/0911,CL,[159],[466],0,,9,3,11,2,4,2,90
912,16,Tumakuru,Theft,Vehicle theft,2021-12-26,20:37:00,2021,12,Sunday,20,13.39752,77.170715,Road,3,None,408672,Open,FIR/2021/016/0912,AT,[387],"[271, 349]",0,,4,9,32,6,4,4,46
913,38,Shivamogga,Robbery,Mugging,2022-06-08,07:34:00,2022,6,Wednesday,7,13.892565,75.452788,Public Transport,5,Blunt Object,408656,Closed - Acquitted,FIR/2022/038/0913,DJ,[149],[53],0,,11,7,25,4,1,1,114
914,20,Belagavi,Fraud,Impersonation,2021-04-25,05:06:00,2021,4,Sunday,5,15.958507,74.515971,Public Transport,4,Knife,241872,Open,FIR/2021/020/0914,BH,[231],[360],1,296,6,4,13,4,3,4,60
915,14,Tumakuru,Theft,House break-in,2023-01-04,19:01:00,2023,1,Wednesday,19,13.357093,77.143425,Market,3,None,218555,Open,FIR/2023/014/0915,AN,[351],[358],0,,4,9,30,2,4,4,40
916,12,Mysuru,Sexual Assault,Eve-teasing,2024-07-28,16:13:00,2024,7,Sunday,16,12.399357,76.707029,Public Transport,5,Firearm,0,Under Investigation,FIR/2024/012/0916,AJ,[320],[454],1,,3,8,26,4,2,6,36
917,37,Shivamogga,Assault,Gang fight,2021-08-14,15:14:00,2021,8,Saturday,15,13.951322,75.659142,Road,4,Firearm,0,Closed - Convicted,FIR/2021/037/0917,DG,"[228, 36]",[88],1,,11,1,3,6,2,2,111
918,12,Mysuru,Theft,Pickpocket,2024-07-24,18:57:00,2024,7,Wednesday,18,12.216102,76.567812,Residence,2,None,113075,Closed - Convicted,FIR/2024/012/0918,AH,[351],"[248, 54]",1,206,3,9,31,5,4,2,34
919,2,Bengaluru Urban,Fraud,Impersonation,2022-11-25,18:14:00,2022,11,Friday,18,12.852153,77.621473,Commercial,3,None,313936,Under Investigation,FIR/2022/002/0919,D,"[98, 175]",[402],1,,1,4,13,1,4,6,4
920,4,Bengaluru Urban,Theft,Chain snatching,2022-12-21,21:33:00,2022,12,Wednesday,21,12.984965,77.543544,Park,2,None,331219,Closed - Convicted,FIR/2022/004/0920,L,[175],[120],0,186,1,9,29,3,4,2,12
921,23,Belagavi,Vandalism,Property destruction,2025-12-08,11:20:00,2025,12,Monday,11,15.836276,74.560132,Public Transport,3,None,0,Closed - Convicted,FIR/2025/023/0921,BQ,[68],[31],0,,6,10,35,4,4,2,69
922,35,Hassan,Robbery,Dacoity,2022-01-09,19:14:00,2022,1,Sunday,19,13.115029,76.020808,Park,5,None,473729,Under Investigation,FIR/2022/035/0922,CZ,[39],"[36, 96]",0,,10,7,24,3,4,6,104
923,37,Shivamogga,Cybercrime,Investment scam,2025-11-18,22:10:00,2025,11,Tuesday,22,13.934555,75.496816,Commercial,4,Firearm,0,Open,FIR/2025/037/0923,DF,"[40, 129]","[318, 582]",0,,11,2,6,1,2,4,110
924,26,Kalaburagi,Robbery,Armed robbery,2024-10-15,10:15:00,2024,10,Tuesday,10,17.25356,76.84791,Market,5,None,93741,Under Investigation,FIR/2024/026/0924,BY,[3],[81],0,11,7,7,23,2,4,6,77
925,10,Mysuru,Cybercrime,Online fraud,2020-12-02,15:56:00,2020,12,Wednesday,15,12.247214,76.746708,Market,3,None,0,Open,FIR/2020/010/0925,AD,[142],[141],1,239,3,2,7,2,4,4,30
926,21,Belagavi,Cybercrime,Online fraud,2021-02-04,14:10:00,2021,2,Thursday,14,15.893031,74.485056,Road,4,Firearm,0,Under Investigation,FIR/2021/021/0926,BK,[27],[408],1,,6,2,7,6,2,6,63
927,13,Mysuru,Theft,House break-in,2025-09-10,21:09:00,2025,9,Wednesday,21,12.341111,76.57128,Road,2,None,453209,Under Investigation,FIR/2025/013/0927,AK,[330],[51],1,249,3,9,30,6,4,6,37
928,5,Bengaluru Urban,Theft,House break-in,2025-08-10,17:06:00,2025,8,Sunday,17,12.962073,77.497557,Park,2,None,444084,Pending Trial,FIR/2025/005/0928,M,[55],[509],1,38,1,9,30,3,4,5,13
929,37,Shivamogga,Theft,Pickpocket,2021-09-25,19:46:00,2021,9,Saturday,19,13.840219,75.502543,Commercial,3,None,301648,Closed - Convicted,FIR/2021/037/0929,DF,[290],[4],0,,11,9,31,1,4,2,110
930,38,Shivamogga,Sexual Assault,Rape,2024-03-03,08:51:00,2024,3,Sunday,8,13.912946,75.498743,Road,5,Firearm,0,Under Investigation,FIR/2024/038/0930,DH,"[228, 43]",[169],0,159,11,8,28,6,2,6,112
931,12,Mysuru,Theft,Chain snatching,2022-09-02,09:26:00,2022,9,Friday,9,12.207069,76.66371,Residence,2,None,157485,Closed - Convicted,FIR/2022/012/0931,AH,[280],[72],0,331,3,9,29,5,4,2,34
932,28,Dharwad,Drug Offence,Trafficking,2025-05-20,19:56:00,2025,5,Tuesday,19,15.410196,75.040286,Public Transport,5,None,0,Closed - Convicted,FIR/2025/028/0932,CD,[176],"[474, 532]",1,208,8,3,11,4,4,2,82
933,20,Belagavi,Theft,Pickpocket,2021-10-03,17:58:00,2021,10,Sunday,17,15.912796,74.432035,Public Transport,3,None,304706,Closed - Acquitted,FIR/2021/020/0933,BF,"[332, 10, 329]",[301],1,147,6,9,31,4,4,1,58
934,1,Bengaluru Urban,Cybercrime,Investment scam,2023-12-22,15:14:00,2023,12,Friday,15,12.882187,77.685555,Residence,3,Knife,0,Under Investigation,FIR/2023/001/0934,C,[356],[142],1,,1,2,6,5,3,6,3
935,15,Tumakuru,Theft,Pickpocket,2023-01-04,21:03:00,2023,1,Wednesday,21,13.380805,77.032894,Residence,3,None,429702,Open,FIR/2023/015/0935,AQ,[364],[472],1,,4,9,31,5,4,4,43
936,22,Belagavi,Assault,Brawl,2020-02-17,16:04:00,2020,2,Monday,16,15.75991,74.52419,Public Transport,4,Knife,0,Open,FIR/2020/022/0936,BM,[169],[280],0,,6,1,1,4,3,4,65
937,21,Belagavi,Cybercrime,Investment scam,2025-05-25,22:51:00,2025,5,Sunday,22,15.965605,74.437507,Market,4,Knife,0,Under Investigation,FIR/2025/021/0937,BK,[87],[168],1,104,6,2,6,2,3,6,63
938,10,Mysuru,Cybercrime,Online fraud,2020-06-04,05:40:00,2020,6,Thursday,5,12.247947,76.628188,Public Transport,3,Blunt Object,0,Under Investigation,FIR/2020/010/0938,AD,[331],[150],1,,3,2,7,4,1,6,30
939,4,Bengaluru Urban,Drug Offence,Trafficking,2021-12-22,08:15:00,2021,12,Wednesday,8,13.000218,77.618286,Commercial,4,Knife,0,Pending Trial,FIR/2021/004/0939,K,"[384, 32]",[454],1,,1,3,11,1,3,5,11
940,37,Shivamogga,Robbery,Armed robbery,2023-02-09,10:54:00,2023,2,Thursday,10,13.996589,75.589691,Public Transport,5,Blunt Object,363810,Under Investigation,FIR/2023/037/0940,DE,[353],[526],1,,11,7,23,4,1,6,109
941,33,Hassan,Theft,Vehicle theft,2022-10-05,15:59:00,2022,10,Wednesday,15,12.953336,76.039953,Public Transport,3,None,162647,Open,FIR/2022/033/0941,CS,"[348, 107]",[236],1,,10,9,32,4,4,4,97
942,17,Dakshina Kannada,Theft,House break-in,2022-02-20,15:52:00,2022,2,Sunday,15,12.736992,74.925236,Residence,2,None,430702,Open,FIR/2022/017/0942,AX,[38],[129],0,183,5,9,30,5,4,4,50
943,21,Belagavi,Assault,Gang fight,2020-08-09,17:17:00,2020,8,Sunday,17,15.897283,74.443312,Public Transport,4,Knife,0,Open,FIR/2020/021/0943,BJ,[332],"[307, 350]",1,,6,1,3,4,3,4,62
944,6,Bengaluru Urban,Theft,Vehicle theft,2025-09-22,19:31:00,2025,9,Monday,19,12.869688,77.496472,Commercial,2,None,375126,Closed - Convicted,FIR/2025/006/0944,P,[376],"[354, 22]",0,36,1,9,32,1,4,2,16
945,40,Udupi,Drug Offence,Trafficking,2021-03-26,15:44:00,2021,3,Friday,15,13.402448,74.708006,Market,4,None,0,Open,FIR/2021/040/0945,DN,"[201, 222, 119]",[528],1,,12,3,11,2,4,4,118
946,28,Dharwad,Theft,Chain snatching,2021-07-03,18:42:00,2021,7,Saturday,18,15.467647,74.975324,Public Transport,3,None,228494,Pending Trial,FIR/2021/028/0946,CD,"[222, 122, 162]",[1],1,311,8,9,29,4,4,5,82
947,36,Shivamogga,Cybercrime,Phishing,2024-09-16,15:28:00,2024,9,Monday,15,13.828463,75.493663,Road,4,None,0,Closed - Convicted,FIR/2024/036/0947,DD,[217],[518],1,,11,2,8,6,4,2,108
948,27,Dharwad,Drug Offence,Possession,2022-06-05,15:09:00,2022,6,Sunday,15,15.462127,75.008001,Public Transport,5,None,0,Open,FIR/2022/027/0948,CC,[305],[288],0,261,8,3,10,4,4,4,81
949,31,Ballari,Drug Offence,Distribution,2023-12-14,20:33:00,2023,12,Thursday,20,15.104173,76.902311,Commercial,5,Firearm,0,Closed - Convicted,FIR/2023/031/0949,CO,[180],[391],1,18,9,3,9,1,2,2,93
950,1,Bengaluru Urban,Assault,Domestic violence,2025-06-22,00:52:00,2025,6,Sunday,0,13.004796,77.607554,Public Transport,3,None,0,Under Investigation,FIR/2025/001/0950,A,"[149, 230]",[198],0,365,1,1,2,4,4,6,1
951,2,Bengaluru Urban,Kidnapping,Ransom,2020-07-22,15:38:00,2020,7,Wednesday,15,13.063834,77.657056,Commercial,5,Knife,0,Closed - Convicted,FIR/2020/002/0951,D,[292],[262],0,199,1,5,18,1,3,2,4
952,31,Ballari,Theft,Pickpocket,2024-11-15,16:33:00,2024,11,Friday,16,15.119686,76.890818,Road,3,None,222815,Under Investigation,FIR/2024/031/0952,CM,"[173, 391]",[104],1,,9,9,31,6,4,6,91
953,24,Kalaburagi,Fraud,Land grab,2023-05-28,19:59:00,2023,5,Sunday,19,17.330607,76.934165,Residence,4,Knife,277482,Closed - Acquitted,FIR/2023/024/0953,BT,"[108, 302]","[17, 34]",1,,7,4,15,5,3,1,72
954,16,Tumakuru,Drug Offence,Distribution,2025-05-07,11:50:00,2025,5,Wednesday,11,13.380382,77.021161,Public Transport,5,None,0,Under Investigation,FIR/2025/016/0954,AV,[286],[165],0,53,4,3,9,4,4,6,48
955,10,Mysuru,Theft,Pickpocket,2021-07-21,12:52:00,2021,7,Wednesday,12,12.2529,76.677364,Market,2,None,295480,Closed - Convicted,FIR/2021/010/0955,AB,"[152, 303, 17]",[38],0,,3,9,31,2,4,2,28
956,41,Udupi,Assault,Gang fight,2021-07-07,07:24:00,2021,7,Wednesday,7,13.272393,74.670627,Road,3,None,0,Closed - Convicted,FIR/2021/041/0956,DQ,"[145, 128]",[61],1,,12,1,3,6,4,2,121
957,40,Udupi,Kidnapping,Ransom,2025-07-07,11:45:00,2025,7,Monday,11,13.325944,74.758453,Residence,5,Blunt Object,0,Closed - Convicted,FIR/2025/040/0957,DO,"[212, 161, 139]",[397],1,,12,5,18,5,1,2,119
958,25,Kalaburagi,Theft,House break-in,2021-09-27,12:49:00,2021,9,Monday,12,17.306713,76.715303,Road,3,None,195182,Under Investigation,FIR/2021/025/0958,BU,[20],[294],0,,7,9,30,6,4,6,73
959,7,Bengaluru Rural,Theft,Pickpocket,2024-02-20,19:36:00,2024,2,Tuesday,19,13.276856,77.472249,Road,3,None,176587,Open,FIR/2024/007/0959,S,[323],[520],1,,2,9,31,6,4,4,19
960,8,Bengaluru Rural,Fraud,Land grab,2021-06-04,16:33:00,2021,6,Friday,16,13.263718,77.564319,Public Transport,4,None,171119,Open,FIR/2021/008/0960,V,"[299, 286]",[199],1,,2,4,15,4,4,4,22
961,19,Dakshina Kannada,Robbery,Armed robbery,2020-03-01,20:10:00,2020,3,Sunday,20,12.786085,75.003277,Residence,4,Firearm,123053,Under Investigation,FIR/2020/019/0961,BC,[279],"[196, 73]",1,,5,7,23,5,2,6,55
962,8,Bengaluru Rural,Sexual Assault,Molestation,2021-09-16,14:43:00,2021,9,Thursday,14,13.219519,77.476928,Market,5,Blunt Object,0,Under Investigation,FIR/2021/008/0962,X,[63],[255],1,,2,8,27,2,1,6,24
963,6,Bengaluru Urban,Murder,Gang rivalry,2021-02-21,20:51:00,2021,2,Sunday,20,12.881647,77.550279,Market,5,Firearm,0,Under Investigation,FIR/2021/006/0963,Q,"[337, 347, 307]",[312],0,24,1,6,20,2,2,6,17
964,15,Tumakuru,Theft,House break-in,2021-01-16,06:48:00,2021,1,Saturday,6,13.242775,77.223828,Road,3,None,365642,Closed - Convicted,FIR/2021/015/0964,AQ,"[288, 325, 54]",[351],0,301,4,9,30,6,4,2,43
965,1,Bengaluru Urban,Robbery,Mugging,2020-06-06,14:23:00,2020,6,Saturday,14,12.989006,77.540574,Market,4,Blunt Object,240528,Under Investigation,FIR/2020/001/0965,B,[198],[304],1,182,1,7,25,2,1,6,2
966,25,Kalaburagi,Theft,Chain snatching,2021-05-27,12:29:00,2021,5,Thursday,12,17.444112,76.858214,Residence,3,None,449761,Cold Case,FIR/2021/025/0966,BU,"[233, 372]",[228],1,,7,9,29,5,4,3,73
967,40,Udupi,Sexual Assault,Eve-teasing,2025-01-16,22:38:00,2025,1,Thursday,22,13.280164,74.64767,Residence,5,None,0,Under Investigation,FIR/2025/040/0967,DN,[383],"[296, 92]",1,115,12,8,26,5,4,6,118
968,11,Mysuru,Assault,Gang fight,2023-12-07,19:04:00,2023,12,Thursday,19,12.309365,76.602844,Road,3,None,0,Cold Case,FIR/2023/011/0968,AG,"[204, 124, 45]",[38],0,49,3,1,3,6,4,3,33
969,11,Mysuru,Robbery,Mugging,2020-06-02,12:59:00,2020,6,Tuesday,12,12.190544,76.625195,Public Transport,4,None,333525,Closed - Convicted,FIR/2020/011/0969,AF,"[205, 238, 307]",[575],1,36,3,7,25,4,4,2,32
970,30,Ballari,Theft,Vehicle theft,2024-07-18,23:01:00,2024,7,Thursday,23,15.240525,76.910839,Residence,3,None,342801,Under Investigation,FIR/2024/030/0970,CJ,[386],[498],0,,9,9,32,5,4,6,88
971,3,Bengaluru Urban,Assault,Brawl,2021-03-29,07:28:00,2021,3,Monday,7,13.020436,77.57615,Residence,3,None,0,Under Investigation,FIR/2021/003/0971,G,[19],[25],0,,1,1,1,5,4,6,7
972,22,Belagavi,Fraud,Impersonation,2025-01-07,10:14:00,2025,1,Tuesday,10,15.88944,74.502256,Residence,4,None,297558,Cold Case,FIR/2025/022/0972,BN,"[374, 209]","[351, 384]",1,120,6,4,13,5,4,3,66
973,24,Kalaburagi,Theft,Pickpocket,2020-08-14,18:39:00,2020,8,Friday,18,17.35026,76.757527,Market,3,None,321610,Under Investigation,FIR/2020/024/0973,BR,"[179, 110]",[115],1,,7,9,31,2,4,6,70
974,14,Tumakuru,Vandalism,Graffiti,2024-10-17,09:58:00,2024,10,Thursday,9,13.339476,77.169538,Commercial,3,None,0,Closed - Acquitted,FIR/2024/014/0974,AO,[101],[574],0,319,4,10,34,1,4,1,41
975,10,Mysuru,Fraud,Impersonation,2025-01-30,11:05:00,2025,1,Thursday,11,12.194578,76.741493,Public Transport,3,Blunt Object,204743,Under Investigation,FIR/2025/010/0975,AC,[296],[128],1,329,3,4,13,4,1,6,29
976,7,Bengaluru Rural,Assault,Domestic violence,2023-08-01,08:38:00,2023,8,Tuesday,8,13.290001,77.476844,Park,4,None,0,Pending Trial,FIR/2023/007/0976,T,[13],[571],1,304,2,1,2,3,4,5,20
977,35,Hassan,Cybercrime,Investment scam,2020-03-04,18:18:00,2020,3,Wednesday,18,13.037614,76.058938,Commercial,4,None,0,Open,FIR/2020/035/0977,DA,[119],[244],0,,10,2,6,1,4,4,105
978,26,Kalaburagi,Kidnapping,Human trafficking,2021-09-10,08:20:00,2021,9,Friday,8,17.4098,76.869927,Road,5,None,0,Closed - Convicted,FIR/2021/026/0978,BX,[319],"[399, 55]",0,,7,5,17,6,4,2,76
979,6,Bengaluru Urban,Fraud,Impersonation,2020-10-29,20:04:00,2020,10,Thursday,20,12.961922,77.609444,Road,3,None,496793,Open,FIR/2020/006/0979,R,"[395, 383]",[527],1,,1,4,13,6,4,4,18
980,33,Hassan,Theft,Vehicle theft,2025-12-14,23:42:00,2025,12,Sunday,23,13.08653,76.130178,Residence,3,None,103097,Closed - Convicted,FIR/2025/033/0980,CS,"[352, 363]","[415, 490]",1,,10,9,32,5,4,2,97
981,34,Hassan,Theft,Chain snatching,2022-09-30,21:26:00,2022,9,Friday,21,13.112085,76.212963,Park,3,None,286759,Open,FIR/2022/034/0981,CV,"[36, 311]",[74],1,,10,9,29,3,4,4,100
982,34,Hassan,Drug Offence,Trafficking,2023-03-23,14:30:00,2023,3,Thursday,14,13.039938,76.130871,Road,5,None,0,Closed - Convicted,FIR/2023/034/0982,CX,"[15, 80]",[269],1,321,10,3,11,6,4,2,102
983,40,Udupi,Assault,Gang fight,2025-03-09,01:17:00,2025,3,Sunday,1,13.279416,74.676179,Market,3,None,0,Pending Trial,FIR/2025/040/0983,DO,[35],[234],1,,12,1,3,2,4,5,119
984,26,Kalaburagi,Fraud,Cheque fraud,2021-12-17,17:56:00,2021,12,Friday,17,17.320363,76.776709,Commercial,4,None,475527,Closed - Convicted,FIR/2021/026/0984,BZ,"[291, 165]","[170, 191]",1,,7,4,12,1,4,2,78
985,18,Dakshina Kannada,Drug Offence,Possession,2024-10-24,16:46:00,2024,10,Thursday,16,12.845551,75.079306,Residence,4,None,0,Under Investigation,FIR/2024/018/0985,BB,"[39, 159]",[228],0,288,5,3,10,5,4,6,54
