crime_officer_id,crime_id,officer_id,role,assigned_date,assignment_status
1136,1136,22,Investigating Officer,2025-11-26,Active
1137,1137,84,Investigating Officer,2020-06-30,Active
1138,1138,107,Investigating Officer,2021-02-24,Closed
1139,1139,67,Investigating Officer,2023-06-06,Active
1140,1140,85,Investigating Officer,2025-03-29,Closed
1141,1141,122,Investigating Officer,2025-05-04,Active
1142,1142,96,Investigating Officer,2020-07-03,Active
1143,1143,100,Investigating Officer,2025-03-12,Active
1144,1144,31,Investigating Officer,2021-05-07,Closed
1145,1145,115,Investigating Officer,2023-05-11,Active
1146,1146,19,Investigating Officer,2022-12-19,Active
1147,1147,47,Investigating Officer,2025-04-24,Closed
1148,1148,108,Investigating Officer,2022-11-22,Active
1149,1149,96,Investigating Officer,2024-01-18,Active
1150,1150,25,Investigating Officer,2025-06-30,Active
1151,1151,32,Investigating Officer,2020-02-22,Active
1152,1152,111,Investigating Officer,2025-05-25,Closed
1153,1153,88,Investigating Officer,2022-07-05,Closed
1154,1154,119,Investigating Officer,2025-03-27,Active
1155,1155,83,Investigating Officer,2025-09-13,Active
1156,1156,38,Investigating Officer,2023-01-26,Active
1157,1157,74,Investigating Officer,2022-12-21,Active
1158,1158,116,Investigating Officer,2025-11-17,Closed
1159,1159,40,Investigating Officer,2024-07-08,Active
1160,1160,17,Investigating Officer,2024-05-01,Closed
1161,1161,76,Investigating Officer,2022-12-27,Closed
1162,1162,110,Investigating Officer,2020-08-06,Active
1163,1163,121,Investigating Officer,2022-08-24,Active
1164,1164,36,Investigating Officer,2025-03-29,Active
1165,1165,41,Investigating Officer,2022-02-07,Active
1166,1166,99,Investigating Officer,2025-06-27,Active
1167,1167,59,Investigating Officer,2025-09-29,Closed
1168,1168,91,Investigating Officer,2020-02-10,Active
1169,1169,99,Investigating Officer,2022-12-30,Closed
1170,1170,64,Investigating Officer,2021-05-23,Active
1171,1171,67,Investigating Officer,2022-09-29,Active
1172,1172,61,Investigating Officer,2021-06-08,Closed
1173,1173,10,Investigating Officer,2023-05-02,Active
1174,1174,61,Investigating Officer,2024-03-14,Active
1175,1175,81,Investigating Officer,2020-11-20,Closed
1176,1176,1,Investigating Officer,2025-09-30,Active
1177,1177,81,Investigating Officer,2023-11-20,Active
1178,1178,86,Investigating Officer,2023-01-17,Closed
1179,1179,8,Investigating Officer,2023-03-13,Closed
1180,1180,109,Investigating Officer,2025-06-24,Closed
1181,1181,29,Investigating Officer,2024-06-15,Active
1182,1182,69,Investigating Officer,2024-01-29,Active
1183,1183,16,Investigating Officer,2020-07-27,Closed
1184,1184,9,Investigating Officer,2022-09-20,Active
1185,1185,72,Investigating Officer,2020-06-28,Closed
1186,1186,104,Investigating Officer,2025-10-25,Closed
1187,1187,27,Investigating Officer,2022-08-10,Active
1188,1188,39,Investigating Officer,2025-07-20,Closed
1189,1189,101,Investigating Officer,2023-06-07,Active
1190,1190,123,Investigating Officer,2020-02-15,Active
1191,1191,48,Investigating Officer,2022-12-26,Active
1192,1192,102,Investigating Officer,2025-08-15,Active
1193,1193,90,Investigating Officer,2020-08-09,Active
1194,1194,19,Investigating Officer,2023-12-25,Active
1195,1195,121,Investigating Officer,2020-03-29,Active
1196,1196,92,Investigating Officer,2022-04-18,Active
1197,1197,8,Investigating Officer,2021-06-03,Active
1198,1198,68,Investigating Officer,2021-01-26,Active
1199,1199,1,Investigating Officer,2021-07-27,Active
1200,1200,36,Investigating Officer,2023-12-10,Active
1201,1201,48,Investigating Officer,2020-08-23,Active
1202,1202,18,Investigating Officer,2022-04-09,Closed
1203,1203,80,Investigating Officer,2024-12-16,Closed
1204,1204,23,Investigating Officer,2020-05-21,Closed
1205,1205,45,Investigating Officer,2022-09-02,Active
1206,1206,85,Investigating Officer,2021-01-27,Closed
1207,1207,123,Investigating Officer,2021-01-14,Active
1208,1208,46,Investigating Officer,2020-08-22,Active
1209,1209,94,Investigating Officer,2023-05-13,Active
1210,1210,77,Investigating Officer,2025-04-04,Closed
1211,1211,13,Investigating Officer,2025-09-30,Closed
1212,1212,11,Investigating Officer,2025-08-08,Closed
1213,1213,88,Investigating Officer,2025-09-05,Active
1214,1214,72,Investigating Officer,2021-04-04,Closed
1215,1215,67,Investigating Officer,2024-01-01,Closed
1216,1216,98,Investigating Officer,2025-08-06,Active
1217,1217,22,Investigating Officer,2020-05-27,Closed
1218,1218,42,Investigating Officer,2020-06-02,Closed
1219,1219,35,Investigating Officer,2020-08-06,Active
1220,1220,23,Investigating Officer,2021-06-06,Closed
1221,1221,10,Investigating Officer,2025-07-20,Active
1222,1222,65,Investigating Officer,2021-07-30,Active
1223,1223,110,Investigating Officer,2025-03-01,Active
1224,1224,4,Investigating Officer,2025-04-25,Active
1225,1225,120,Investigating Officer,2021-09-29,Active
1226,1226,77,Investigating Officer,2024-08-14,Active
1227,1227,118,Investigating Officer,2021-08-13,Active
1228,1228,50,Investigating Officer,2020-07-26,Active
1229,1229,18,Investigating Officer,2021-11-29,Closed
1230,1230,38,Investigating Officer,2020-02-20,Active
1231,1231,106,Investigating Officer,2023-09-10,Closed
1232,1232,2,Investigating Officer,2025-10-03,Active
1233,1233,60,Investigating Officer,2020-07-30,Active
1234,1234,22,Investigating Officer,2025-02-15,Active
1235,1235,5,Investigating Officer,2022-02-20,Active
1236,1236,77,Investigating Officer,2025-05-06,Active
1237,1237,6,Investigating Officer,2022-03-21,Active
1238,1238,86,Investigating Officer,2023-04-11,Closed
1239,1239,56,Investigating Officer,2025-12-18,Closed
1240,1240,33,Investigating Officer,2024-04-10,Active
1241,1241,43,Investigating Officer,2022-08-21,Closed
1242,1242,1,Investigating Officer,2020-01-26,Active
1243,1243,47,Investigating Officer,2023-08-25,Closed
1244,1244,39,Investigating Officer,2023-09-03,Active
1245,1245,82,Investigating Officer,2020-02-10,Closed
1246,1246,38,Investigating Officer,2022-06-05,Closed
1247,1247,22,Investigating Officer,2024-12-12,Active
1248,1248,98,Investigating Officer,2020-08-08,Active
1249,1249,18,Investigating Officer,2021-06-12,Active
1250,1250,37,Investigating Officer,2023-02-27,Closed
1251,1251,19,Investigating Officer,2020-09-28,Active
1252,1252,30,Investigating Officer,2022-08-08,Closed
1253,1253,108,Investigating Officer,2025-07-04,Closed
1254,1254,122,Investigating Officer,2023-02-11,Closed
1255,1255,5,Investigating Officer,2023-06-30,Active
1256,1256,25,Investigating Officer,2023-06-06,Active
1257,1257,89,Investigating Officer,2023-12-25,Closed
1258,1258,87,Investigating Officer,2024-08-19,Closed
1259,1259,6,Investigating Officer,2023-06-25,Active
1260,1260,59,Investigating Officer,2025-06-03,Active
1261,1261,23,Investigating Officer,2020-02-26,Active
1262,1262,111,Investigating Officer,2022-11-16,Active
1263,1263,49,Investigating Officer,2021-10-20,Active
1264,1264,70,Investigating Officer,2021-11-11,Closed
1265,1265,91,Investigating Officer,2022-05-10,Active
1266,1266,94,Investigating Officer,2022-04-15,Active
1267,1267,27,Investigating Officer,2021-05-06,Closed
1268,1268,61,Investigating Officer,2021-09-23,Closed
1269,1269,68,Investigating Officer,2023-09-27,Active
1270,1270,27,Investigating Officer,2025-04-22,Active
1271,1271,99,Investigating Officer,2023-05-04,Active
1272,1272,19,Investigating Officer,2022-11-07,Active
1273,1273,29,Investigating Officer,2025-04-03,Closed
1274,1274,45,Investigating Officer,2023-05-02,Active
1275,1275,49,Investigating Officer,2023-12-22,Active
1276,1276,100,Investigating Officer,2023-02-20,Closed
1277,1277,54,Investigating Officer,2023-10-09,Closed
1278,1278,56,Investigating Officer,2023-12-31,Active
1279,1279,123,Investigating Officer,2022-03-03,Active
1280,1280,31,Investigating Officer,2022-10-26,Active
1281,1281,1,Investigating Officer,2020-09-25,Closed
1282,1282,39,Investigating Officer,2020-12-16,Closed
1283,1283,3,Investigating Officer,2021-09-09,Active
1284,1284,8,Investigating Officer,2020-11-04,Active
1285,1285,103,Investigating Officer,2020-01-13,Closed
1286,1286,96,Investigating Officer,2023-10-16,Closed
1287,1287,64,Investigating Officer,2023-03-25,Active
1288,1288,51,Investigating Officer,2022-04-04,Active
1289,1289,71,Investigating Officer,2023-01-13,Active
1290,1290,120,Investigating Officer,2025-02-04,Closed
1291,1291,87,Investigating Officer,2024-12-08,Active
1292,1292,33,Investigating Officer,2023-11-03,Closed
1293,1293,69,Investigating Officer,2024-02-13,Active
1294,1294,40,Investigating Officer,2020-10-26,Active
1295,1295,4,Investigating Officer,2024-10-11,Closed
1296,1296,96,Investigating Officer,2022-03-17,Active
1297,1297,60,Investigating Officer,2022-11-10,Active
1298,1298,97,Investigating Officer,2024-09-09,Active
1299,1299,4,Investigating Officer,2022-05-16,Active
1300,1300,89,Investigating Officer,2024-05-18,Closed
1301,1301,78,Investigating Officer,2024-11-08,Closed
1302,1302,14,Investigating Officer,2023-03-23,Active
1303,1303,107,Investigating Officer,2024-08-23,Closed
1304,1304,38,Investigating Officer,2021-10-26,Active
1305,1305,50,Investigating Officer,2023-11-06,Active
1306,1306,100,Investigating Officer,2025-01-29,Closed
1307,1307,109,Investigating Officer,2024-11-26,Closed
1308,1308,82,Investigating Officer,2023-06-09,Closed
1309,1309,38,Investigating Officer,2021-01-05,Closed
1310,1310,88,Investigating Officer,2021-05-23,Active
1311,1311,79,Investigating Officer,2022-05-18,Active
1312,1312,102,Investigating Officer,2023-01-25,Active
1313,1313,113,Investigating Officer,2020-04-10,Closed
1314,1314,26,Investigating Officer,2025-04-28,Active
1315,1315,57,Investigating Officer,2022-01-06,Active
1316,1316,67,Investigating Officer,2022-04-30,Active
1317,1317,91,Investigating Officer,2021-06-23,Active
1318,1318,17,Investigating Officer,2020-12-11,Active
1319,1319,42,Investigating Officer,2022-10-25,Closed
1320,1320,87,Investigating Officer,2022-09-05,Active
1321,1321,9,Investigating Officer,2024-09-28,Closed
1322,1322,89,Investigating Officer,2023-03-30,Active
1323,1323,39,Investigating Officer,2023-07-04,Active
1324,1324,62,Investigating Officer,2020-06-20,Active
1325,1325,35,Investigating Officer,2023-08-28,Active
1326,1326,58,Investigating Officer,2025-04-16,Closed
1327,1327,123,Investigating Officer,2023-06-05,Active
1328,1328,56,Investigating Officer,2025-02-18,Active
1329,1329,3,Investigating Officer,2022-05-11,Active
1330,1330,28,Investigating Officer,2023-09-03,Closed
1331,1331,46,Investigating Officer,2024-10-29,Active
1332,1332,107,Investigating Officer,2025-10-30,Active
1333,1333,17,Investigating Officer,2023-08-20,Active
1334,1334,53,Investigating Officer,2021-07-07,Closed
1335,1335,70,Investigating Officer,2021-09-19,Active
1336,1336,8,Investigating Officer,2024-10-12,Active
1337,1337,3,Investigating Officer,2025-03-11,Active
1338,1338,96,Investigating Officer,2021-04-17,Active
1339,1339,2,Investigating Officer,2023-03-05,Closed
1340,1340,103,Investigating Officer,2022-02-04,Active
1341,1341,40,Investigating Officer,2025-07-16,Active
1342,1342,98,Investigating Officer,2021-11-24,Active
1343,1343,100,Investigating Officer,2020-09-05,Active
1344,1344,50,Investigating Officer,2020-07-21,Active
1345,1345,85,Investigating Officer,2022-09-19,Active
1346,1346,74,Investigating Officer,2020-06-10,Closed
1347,1347,87,Investigating Officer,2022-03-10,Active
1348,1348,100,Investigating Officer,2021-05-24,Active
1349,1349,4,Investigating Officer,2021-09-19,Active
1350,1350,69,Investigating Officer,2025-01-25,Closed
1351,1351,93,Investigating Officer,2025-08-18,Closed
1352,1352,47,Investigating Officer,2024-10-01,Closed
1353,1353,48,Investigating Officer,2025-02-02,Active
1354,1354,25,Investigating Officer,2022-03-14,Active
1355,1355,54,Investigating Officer,2021-04-25,Closed
1356,1356,32,Investigating Officer,2025-12-16,Active
1357,1357,35,Investigating Officer,2024-05-05,Active
1358,1358,111,Investigating Officer,2022-09-09,Active
1359,1359,106,Investigating Officer,2022-03-16,Active
1360,1360,1,Investigating Officer,2021-04-12,Active
1361,1361,15,Investigating Officer,2024-11-28,Active
1362,1362,33,Investigating Officer,2025-09-25,Active
1363,1363,120,Investigating Officer,2025-08-31,Active
1364,1364,105,Investigating Officer,2023-12-20,Closed
1365,1365,33,Investigating Officer,2023-10-24,Closed
1366,1366,103,Investigating Officer,2023-02-23,Active
1367,1367,79,Investigating Officer,2025-03-31,Active
1368,1368,20,Investigating Officer,2023-02-10,Closed
1369,1369,114,Investigating Officer,2024-09-05,Active
1370,1370,108,Investigating Officer,2025-02-18,Closed
1371,1371,76,Investigating Officer,2021-08-05,Closed
1372,1372,62,Investigating Officer,2022-06-25,Active
1373,1373,4,Investigating Officer,2021-07-30,Active
1374,1374,117,Investigating Officer,2022-06-14,Active
1375,1375,70,Investigating Officer,2025-12-07,Active
1376,1376,7,Investigating Officer,2025-06-11,Active
1377,1377,97,Investigating Officer,2022-10-21,Active
1378,1378,25,Investigating Officer,2022-02-11,Active
1379,1379,82,Investigating Officer,2023-02-26,Active
1380,1380,26,Investigating Officer,2022-10-17,Closed
1381,1381,22,Investigating Officer,2022-12-19,Closed
1382,1382,112,Investigating Officer,2023-04-15,Closed
1383,1383,64,Investigating Officer,2020-10-10,Active
1384,1384,66,Investigating Officer,2021-06-09,Closed
1385,1385,45,Investigating Officer,2025-06-19,Active
1386,1386,37,Investigating Officer,2025-06-29,Closed
1387,1387,18,Investigating Officer,2023-05-20,Closed
1388,1388,80,Investigating Officer,2021-06-23,Active
1389,1389,59,Investigating Officer,2025-06-14,Active
1390,1390,74,Investigating Officer,2022-01-09,Active
1391,1391,115,Investigating Officer,2022-09-25,Active
1392,1392,95,Investigating Officer,2023-03-31,Active
1393,1393,86,Investigating Officer,2024-04-09,Active
1394,1394,114,Investigating Officer,2024-08-18,Active
1395,1395,84,Investigating Officer,2024-05-25,Active
1396,1396,11,Investigating Officer,2023-02-13,Active
1397,1397,65,Investigating Officer,2023-11-03,Closed
1398,1398,57,Investigating Officer,2025-08-12,Active
1399,1399,17,Investigating Officer,2024-12-09,Active
1400,1400,26,Investigating Officer,2023-04-29,Active
1401,1401,5,Investigating Officer,2021-01-05,Active
1402,1402,121,Investigating Officer,2024-04-17,Closed
1403,1403,108,Investigating Officer,2020-09-30,Active
1404,1404,75,Investigating Officer,2020-01-04,Active
1405,1405,39,Investigating Officer,2024-05-26,Closed
1406,1406,103,Investigating Officer,2023-09-15,Active
1407,1407,18,Investigating Officer,2021-05-15,Active
1408,1408,45,Investigating Officer,2023-03-05,Closed
1409,1409,28,Investigating Officer,2023-12-05,Closed
1410,1410,1,Investigating Officer,2023-03-03,Closed
1411,1411,75,Investigating Officer,2024-05-05,Closed
1412,1412,55,Investigating Officer,2020-03-28,Active
1413,1413,91,Investigating Officer,2020-11-23,Closed
1414,1414,107,Investigating Officer,2020-05-16,Closed
1415,1415,2,Investigating Officer,2025-12-10,Active
1416,1416,70,Investigating Officer,2023-07-19,Active
1417,1417,117,Investigating Officer,2021-04-05,Closed
1418,1418,95,Investigating Officer,2024-02-17,Active
1419,1419,12,Investigating Officer,2023-08-03,Active
1420,1420,70,Investigating Officer,2025-01-25,Active
1421,1421,29,Investigating Officer,2021-03-26,Active
1422,1422,121,Investigating Officer,2023-11-12,Active
1423,1423,36,Investigating Officer,2022-07-02,Active
1424,1424,105,Investigating Officer,2025-12-10,Active
1425,1425,2,Investigating Officer,2024-04-06,Active
1426,1426,73,Investigating Officer,2023-05-05,Active
1427,1427,42,Investigating Officer,2024-06-12,Active
1428,1428,94,Investigating Officer,2021-01-04,Active
1429,1429,82,Investigating Officer,2025-11-16,Active
1430,1430,98,Investigating Officer,2020-11-22,Closed
1431,1431,122,Investigating Officer,2021-07-03,Active
1432,1432,52,Investigating Officer,2025-11-19,Active
1433,1433,68,Investigating Officer,2024-10-09,Active
1434,1434,13,Investigating Officer,2023-04-13,Closed
1435,1435,76,Investigating Officer,2021-10-08,Active
1436,1436,46,Investigating Officer,2024-02-05,Closed
1437,1437,41,Investigating Officer,2021-09-24,Closed
1438,1438,7,Investigating Officer,2023-09-24,Closed
1439,1439,10,Investigating Officer,2022-11-19,Active
1440,1440,52,Investigating Officer,2024-06-10,Active
1441,1441,91,Investigating Officer,2020-01-28,Active
1442,1442,70,Investigating Officer,2021-07-14,Closed
1443,1443,76,Investigating Officer,2025-02-26,Closed
1444,1444,118,Investigating Officer,2022-09-11,Closed
1445,1445,16,Investigating Officer,2023-06-01,Active
1446,1446,74,Investigating Officer,2025-05-17,Active
1447,1447,112,Investigating Officer,2025-10-26,Closed
1448,1448,99,Investigating Officer,2020-10-06,Active
1449,1449,65,Investigating Officer,2025-01-14,Active
1450,1450,98,Investigating Officer,2021-11-05,Closed
1451,1451,11,Investigating Officer,2022-05-28,Closed
1452,1452,54,Investigating Officer,2020-01-20,Active
1453,1453,94,Investigating Officer,2025-11-16,Active
1454,1454,30,Investigating Officer,2021-04-15,Closed
1455,1455,92,Investigating Officer,2023-08-14,Closed
1456,1456,91,Investigating Officer,2020-03-23,Active
1457,1457,1,Investigating Officer,2025-01-08,Active
1458,1458,41,Investigating Officer,2025-06-18,Active
1459,1459,62,Investigating Officer,2023-01-22,Active
1460,1460,67,Investigating Officer,2024-05-28,Active
1461,1461,61,Investigating Officer,2023-02-11,Active
1462,1462,13,Investigating Officer,2023-09-25,Active
1463,1463,5,Investigating Officer,2024-02-05,Active
1464,1464,113,Investigating Officer,2021-12-10,Active
1465,1465,86,Investigating Officer,2020-11-05,Closed
1466,1466,119,Investigating Officer,2021-10-15,Closed
1467,1467,26,Investigating Officer,2025-01-15,Active
1468,1468,108,Investigating Officer,2022-10-05,Active
1469,1469,62,Investigating Officer,2023-09-12,Closed
1470,1470,66,Investigating Officer,2022-06-25,Active
1471,1471,122,Investigating Officer,2024-10-27,Closed
1472,1472,52,Investigating Officer,2023-08-07,Active
1473,1473,24,Investigating Officer,2023-12-22,Active
1474,1474,77,Investigating Officer,2025-12-04,Active
1475,1475,36,Investigating Officer,2024-01-31,Active
1476,1476,53,Investigating Officer,2025-10-10,Active
1477,1477,83,Investigating Officer,2022-09-10,Closed
1478,1478,93,Investigating Officer,2021-10-21,Active
1479,1479,53,Investigating Officer,2022-05-24,Closed
1480,1480,83,Investigating Officer,2020-07-23,Active
1481,1481,44,Investigating Officer,2025-04-02,Active
1482,1482,44,Investigating Officer,2021-07-02,Active
1483,1483,21,Investigating Officer,2025-11-25,Closed
1484,1484,57,Investigating Officer,2024-02-18,Active
1485,1485,29,Investigating Officer,2023-06-25,Active
1486,1486,102,Investigating Officer,2024-08-23,Active
1487,1487,66,Investigating Officer,2020-12-23,Active
1488,1488,118,Investigating Officer,2020-12-17,Active
1489,1489,115,Investigating Officer,2023-08-02,Active
1490,1490,2,Investigating Officer,2023-12-17,Closed
1491,1491,9,Investigating Officer,2021-04-15,Active
1492,1492,95,Investigating Officer,2021-06-16,Closed
1493,1493,15,Investigating Officer,2025-09-19,Closed
1494,1494,88,Investigating Officer,2023-04-02,Active
1495,1495,62,Investigating Officer,2025-06-28,Active
1496,1496,54,Investigating Officer,2020-10-21,Active
1497,1497,50,Investigating Officer,2023-07-28,Active
1498,1498,10,Investigating Officer,2020-08-15,Active
1499,1499,92,Investigating Officer,2023-07-22,Active
1500,1500,21,Investigating Officer,2022-01-19,Closed
1501,1501,103,Investigating Officer,2025-08-08,Closed
1502,1502,72,Investigating Officer,2021-10-03,Closed
1503,1503,34,Investigating Officer,2022-08-22,Active
1504,1504,94,Investigating Officer,2024-01-14,Closed
1505,1505,63,Investigating Officer,2023-12-07,Closed
1506,1506,50,Investigating Officer,2020-11-21,Active
1507,1507,109,Investigating Officer,2022-03-24,Active
1508,1508,46,Investigating Officer,2020-07-24,Active
1509,1509,54,Investigating Officer,2025-06-16,Active
1510,1510,70,Investigating Officer,2025-12-05,Active
1511,1511,51,Investigating Officer,2024-05-17,Active
1512,1512,99,Investigating Officer,2024-04-19,Active
1513,1513,9,Investigating Officer,2020-09-01,Active
1514,1514,55,Investigating Officer,2025-04-06,Closed
1515,1515,113,Investigating Officer,2024-06-09,Active
1516,1516,93,Investigating Officer,2024-10-06,Active
1517,1517,99,Investigating Officer,2020-02-15,Active
1518,1518,119,Investigating Officer,2021-08-27,Closed
1519,1519,61,Investigating Officer,2021-11-05,Active
1520,1520,108,Investigating Officer,2022-03-12,Active
1521,1521,85,Investigating Officer,2025-12-30,Active
1522,1522,32,Investigating Officer,2025-04-21,Active
1523,1523,101,Investigating Officer,2024-12-19,Active
1524,1524,61,Investigating Officer,2023-07-28,Closed
1525,1525,106,Investigating Officer,2023-08-25,Active
1526,1526,90,Investigating Officer,2022-09-29,Active
1527,1527,86,Investigating Officer,2020-07-03,Active
1528,1528,75,Investigating Officer,2022-09-18,Active
1529,1529,97,Investigating Officer,2025-06-07,Closed
1530,1530,78,Investigating Officer,2020-05-24,Active
1531,1531,109,Investigating Officer,2024-11-27,Active
1532,1532,103,Investigating Officer,2022-01-09,Active
1533,1533,76,Investigating Officer,2024-06-04,Active
1534,1534,97,Investigating Officer,2021-05-05,Active
1535,1535,49,Investigating Officer,2023-09-25,Closed
1536,1536,110,Investigating Officer,2022-06-16,Active
1537,1537,92,Investigating Officer,2025-06-13,Active
1538,1538,17,Investigating Officer,2024-10-28,Closed
1539,1539,30,Investigating Officer,2020-01-28,Active
1540,1540,35,Investigating Officer,2025-06-24,Active
1541,1541,65,Investigating Officer,2021-05-21,Active
1542,1542,13,Investigating Officer,2023-11-20,Active
1543,1543,41,Investigating Officer,2022-02-22,Active
1544,1544,20,Investigating Officer,2025-09-28,Active
1545,1545,13,Investigating Officer,2022-09-14,Active
1546,1546,48,Investigating Officer,2020-09-01,Active
1547,1547,28,Investigating Officer,2021-02-10,Active
1548,1548,100,Investigating Officer,2023-12-20,Active
1549,1549,87,Investigating Officer,2022-03-13,Active
1550,1550,77,Investigating Officer,2025-05-29,Closed
1551,1551,103,Investigating Officer,2021-12-14,Active
1552,1552,57,Investigating Officer,2023-04-09,Closed
1553,1553,82,Investigating Officer,2025-11-13,Active
1554,1554,90,Investigating Officer,2020-08-10,Active
1555,1555,81,Investigating Officer,2020-03-16,Active
1556,1556,15,Investigating Officer,2023-02-05,Active
1557,1557,24,Investigating Officer,2023-07-20,Active
1558,1558,66,Investigating Officer,2022-08-11,Active
1559,1559,102,Investigating Officer,2025-05-15,Active
1560,1560,18,Investigating Officer,2021-09-11,Active
1561,1561,118,Investigating Officer,2021-04-17,Active
1562,1562,81,Investigating Officer,2022-04-15,Active
1563,1563,93,Investigating Officer,2022-02-25,Closed
1564,1564,103,Investigating Officer,2025-11-09,Active
1565,1565,61,Investigating Officer,2024-06-21,Closed
1566,1566,15,Investigating Officer,2025-04-21,Active
1567,1567,84,Investigating Officer,2024-06-27,Active
1568,1568,57,Investigating Officer,2022-02-10,Active
1569,1569,21,Investigating Officer,2023-04-05,Active
1570,1570,73,Investigating Officer,2020-02-26,Active
1571,1571,117,Investigating Officer,2025-05-11,Active
1572,1572,101,Investigating Officer,2025-01-07,Active
1573,1573,85,Investigating Officer,2024-06-19,Active
1574,1574,123,Investigating Officer,2021-12-28,Closed
1575,1575,114,Investigating Officer,2021-08-31,Closed
1576,1576,24,Investigating Officer,2021-01-11,Active
1577,1577,28,Investigating Officer,2022-01-28,Active
1578,1578,64,Investigating Officer,2024-01-31,Active
1579,1579,44,Investigating Officer,2024-09-25,Active
1580,1580,8,Investigating Officer,2024-07-16,Closed
1581,1581,91,Investigating Officer,2022-04-28,Active
1582,1582,83,Investigating Officer,2021-07-29,Active
1583,1583,104,Investigating Officer,2020-01-13,Active
1584,1584,63,Investigating Officer,2025-06-22,Active
1585,1585,35,Investigating Officer,2025-10-20,Active
1586,1586,84,Investigating Officer,2023-08-08,Active
1587,1587,20,Investigating Officer,2023-09-23,Active
1588,1588,95,Investigating Officer,2020-04-22,Closed
1589,1589,58,Investigating Officer,2023-01-10,Active
1590,1590,86,Investigating Officer,2021-06-13,Closed
1591,1591,20,Investigating Officer,2022-12-13,Active
1592,1592,123,Investigating Officer,2024-02-24,Active
1593,1593,13,Investigating Officer,2020-11-17,Closed
1594,1594,2,Investigating Officer,2020-06-02,Closed
1595,1595,113,Investigating Officer,2024-06-11,Active
1596,1596,74,Investigating Officer,2024-03-07,Active
1597,1597,75,Investigating Officer,2020-06-12,Active
1598,1598,54,Investigating Officer,2023-03-04,Active
1599,1599,86,Investigating Officer,2023-02-16,Closed
1600,1600,111,Investigating Officer,2020-01-21,Closed
1601,1601,95,Investigating Officer,2022-09-26,Active
1602,1602,104,Investigating Officer,2021-06-03,Closed
1603,1603,27,Investigating Officer,2022-05-12,Active
1604,1604,113,Investigating Officer,2025-06-09,Active
1605,1605,51,Investigating Officer,2023-08-06,Active
1606,1606,79,Investigating Officer,2023-01-17,Active
1607,1607,29,Investigating Officer,2025-09-09,Active
1608,1608,34,Investigating Officer,2023-06-08,Closed
1609,1609,89,Investigating Officer,2021-07-25,Active
1610,1610,36,Investigating Officer,2024-05-09,Active
1611,1611,60,Investigating Officer,2021-08-02,Closed
1612,1612,120,Investigating Officer,2021-12-15,Active
1613,1613,21,Investigating Officer,2021-08-17,Closed
1614,1614,38,Investigating Officer,2025-05-26,Active
1615,1615,11,Investigating Officer,2022-01-04,Active
1616,1616,115,Investigating Officer,2025-09-24,Closed
1617,1617,16,Investigating Officer,2024-12-17,Closed
1618,1618,73,Investigating Officer,2023-02-27,Active
1619,1619,48,Investigating Officer,2025-02-12,Closed
1620,1620,6,Investigating Officer,2025-09-24,Closed
1621,1621,72,Investigating Officer,2025-08-08,Active
1622,1622,57,Investigating Officer,2021-10-02,Active
1623,1623,83,Investigating Officer,2021-12-01,Active
1624,1624,64,Investigating Officer,2022-09-19,Closed
1625,1625,96,Investigating Officer,2024-11-25,Closed
1626,1626,12,Investigating Officer,2025-08-10,Active
1627,1627,71,Investigating Officer,2020-11-05,Active
1628,1628,17,Investigating Officer,2021-07-16,Active
1629,1629,80,Investigating Officer,2024-08-09,Active
1630,1630,87,Investigating Officer,2020-11-17,Closed
1631,1631,78,Investigating Officer,2020-07-13,Closed
1632,1632,92,Investigating Officer,2025-09-07,Active
1633,1633,107,Investigating Officer,2021-04-25,Closed
1634,1634,90,Investigating Officer,2020-08-10,Closed
1635,1635,16,Investigating Officer,2023-11-02,Closed
1636,1636,31,Investigating Officer,2024-06-19,Active
1637,1637,78,Investigating Officer,2024-06-12,Closed
1638,1638,6,Investigating Officer,2020-03-16,Active
1639,1639,122,Investigating Officer,2023-08-14,Closed
1640,1640,63,Investigating Officer,2020-01-06,Closed
1641,1641,12,Investigating Officer,2022-09-20,Active
1642,1642,10,Investigating Officer,2023-09-04,Active
1643,1643,69,Investigating Officer,2020-02-23,Active
1644,1644,67,Investigating Officer,2021-05-15,Active
1645,1645,9,Investigating Officer,2024-03-10,Closed
1646,1646,112,Investigating Officer,2025-09-23,Active
1647,1647,41,Investigating Officer,2020-12-20,Active
1648,1648,60,Investigating Officer,2023-02-20,Closed
1649,1649,93,Investigating Officer,2022-09-09,Active
1650,1650,118,Investigating Officer,2021-09-20,Active
1651,1651,89,Investigating Officer,2025-09-04,Active
1652,1652,114,Investigating Officer,2025-03-16,Closed
1653,1653,76,Investigating Officer,2025-09-01,Active
1654,1654,70,Investigating Officer,2024-03-25,Closed
1655,1655,22,Investigating Officer,2025-12-15,Closed
1656,1656,37,Investigating Officer,2024-03-24,Active
1657,1657,116,Investigating Officer,2023-05-28,Active
1658,1658,101,Investigating Officer,2020-11-24,Active
1659,1659,74,Investigating Officer,2025-05-22,Closed
1660,1660,82,Investigating Officer,2020-02-27,Active
1661,1661,98,Investigating Officer,2023-11-05,Active
1662,1662,31,Investigating Officer,2025-04-18,Active
1663,1663,48,Investigating Officer,2025-11-19,Active
1664,1664,10,Investigating Officer,2022-04-02,Active
1665,1665,80,Investigating Officer,2020-05-28,Closed
