stat_id,district,incident_year,incident_month,crime_type,incident_count,solved_count,total_property_loss_inr,solve_rate,district_id,crime_type_id
862,Mysuru,2023,12,Assault,1,0,0,0,3,1
863,Bengaluru Urban,2021,3,Assault,1,0,0,0,1,1
864,Kalaburagi,2020,8,Theft,1,1,321610,1,7,9
865,Tumakuru,2024,10,Vandalism,1,0,0,0,4,10
866,Mysuru,2025,1,Fraud,1,1,204743,1,3,4
867,Bengaluru Rural,2023,8,Assault,1,1,0,1,2,1
868,Hassan,2020,3,Cybercrime,1,0,0,0,10,2
869,Kalaburagi,2021,9,Kidnapping,1,0,0,0,7,5
870,Bengaluru Urban,2020,10,Fraud,1,1,496793,1,1,4
871,Hassan,2025,12,Theft,1,1,103097,1,10,9
872,Hassan,2023,3,Drug Offence,1,1,0,1,10,3
873,Udupi,2025,3,Assault,1,1,0,1,12,1
874,Kalaburagi,2021,12,Fraud,1,1,475527,1,7,4
875,Dakshina Kannada,2024,10,Drug Offence,1,0,0,0,5,3
876,Ballari,2023,7,Assault,1,1,0,1,9,1
877,Kalaburagi,2021,11,Kidnapping,1,0,0,0,7,5
878,Shivamogga,2025,4,Assault,1,1,0,1,11,1
879,Bengaluru Urban,2022,6,Theft,1,1,54564,1,1,9
880,Tumakuru,2020,6,Theft,1,0,268056,0,4,9
881,Hassan,2021,12,Assault,1,0,0,0,10,1
882,Dakshina Kannada,2024,11,Fraud,1,0,383077,0,5,4
883,Hassan,2023,1,Theft,1,0,74210,0,10,9
884,Kalaburagi,2024,10,Theft,3,1,1043711,0.333,7,9
885,Belagavi,2024,7,Theft,1,0,366021,0,6,9
886,Bengaluru Urban,2022,3,Robbery,2,1,519164,0.5,1,7
887,Bengaluru Urban,2025,12,Theft,1,1,93370,1,1,9
888,Dakshina Kannada,2022,1,Cybercrime,1,0,0,0,5,2
889,Belagavi,2024,8,Drug Offence,1,0,0,0,6,3
890,Mysuru,2022,4,Theft,1,0,352121,0,3,9
891,Bengaluru Urban,2023,2,Cybercrime,1,0,0,0,1,2
892,Tumakuru,2025,10,Theft,1,0,55004,0,4,9
893,Ballari,2020,7,Robbery,1,1,342608,1,9,7
894,Dakshina Kannada,2023,2,Fraud,1,0,121770,0,5,4
895,Bengaluru Urban,2022,11,Kidnapping,1,0,0,0,1,5
896,Hassan,2022,8,Robbery,1,0,401069,0,10,7
897,Belagavi,2025,1,Robbery,1,1,295489,1,6,7
898,Shivamogga,2021,8,Theft,1,1,88531,1,11,9
899,Bengaluru Urban,2023,3,Robbery,1,0,26767,0,1,7
900,Ballari,2022,6,Assault,1,1,0,1,9,1
901,Mysuru,2020,3,Kidnapping,1,0,0,0,3,5
902,Bengaluru Rural,2022,4,Theft,1,0,381742,0,2,9
903,Tumakuru,2021,10,Assault,1,0,0,0,4,1
904,Bengaluru Rural,2025,3,Murder,1,0,0,0,2,6
905,Mysuru,2020,11,Theft,1,0,169892,0,3,9
906,Dharwad,2024,10,Fraud,1,1,131390,1,8,4
907,Udupi,2025,5,Theft,3,2,1088042,0.667,12,9
908,Hassan,2024,6,Fraud,1,1,338414,1,10,4
909,Kalaburagi,2022,4,Assault,1,0,0,0,7,1
910,Bengaluru Rural,2022,9,Assault,1,1,0,1,2,1
911,Ballari,2025,6,Theft,1,1,117930,1,9,9
912,Dharwad,2024,8,Cybercrime,1,0,0,0,8,2
913,Belagavi,2023,8,Cybercrime,1,1,0,1,6,2
914,Kalaburagi,2025,12,Drug Offence,1,0,0,0,7,3
915,Udupi,2022,5,Theft,1,1,323591,1,12,9
916,Belagavi,2020,11,Assault,1,1,0,1,6,1
917,Mysuru,2022,12,Theft,1,0,431298,0,3,9
918,Bengaluru Rural,2020,9,Drug Offence,1,0,0,0,2,3
919,Bengaluru Urban,2022,1,Cybercrime,1,0,0,0,1,2
920,Dakshina Kannada,2024,9,Assault,1,0,0,0,5,1
921,Bengaluru Urban,2022,10,Cybercrime,1,0,0,0,1,2
922,Ballari,2021,10,Theft,1,0,366230,0,9,9
923,Bengaluru Urban,2020,11,Sexual Assault,2,0,0,0,1,8
924,Shivamogga,2023,10,Cybercrime,2,0,0,0,11,2
925,Hassan,2025,12,Sexual Assault,1,1,0,1,10,8
926,Tumakuru,2025,11,Fraud,1,0,407789,0,4,4
927,Bengaluru Urban,2020,1,Drug Offence,1,1,0,1,1,3
928,Udupi,2022,9,Drug Offence,2,1,0,0.5,12,3
929,Tumakuru,2025,3,Theft,1,1,85572,1,4,9
930,Kalaburagi,2023,2,Cybercrime,1,0,0,0,7,2
931,Ballari,2020,4,Sexual Assault,1,0,0,0,9,8
932,Tumakuru,2020,7,Theft,2,2,402702,1,4,9
933,Belagavi,2020,11,Sexual Assault,1,0,0,0,6,8
934,Hassan,2023,7,Drug Offence,1,0,0,0,10,3
935,Belagavi,2024,5,Sexual Assault,1,1,0,1,6,8
936,Kalaburagi,2025,1,Theft,2,0,615025,0,7,9
937,Dakshina Kannada,2022,4,Robbery,1,0,74184,0,5,7
938,Mysuru,2021,11,Drug Offence,1,0,0,0,3,3
939,Shivamogga,2021,11,Sexual Assault,1,0,0,0,11,8
940,Bengaluru Urban,2021,4,Theft,1,0,105973,0,1,9
941,Ballari,2020,12,Assault,1,1,0,1,9,1
942,Shivamogga,2025,12,Theft,1,0,354471,0,11,9
943,Mysuru,2022,4,Robbery,1,0,36283,0,3,7
944,Shivamogga,2025,9,Theft,2,2,335228,1,11,9
945,Ballari,2020,11,Kidnapping,1,1,0,1,9,5
946,Bengaluru Urban,2024,7,Theft,2,1,481384,0.5,1,9
947,Hassan,2025,7,Fraud,1,1,466381,1,10,4
948,Hassan,2022,9,Assault,1,0,0,0,10,1
949,Tumakuru,2024,9,Cybercrime,1,0,0,0,4,2
950,Hassan,2022,8,Theft,2,0,351491,0,10,9
951,Udupi,2022,11,Theft,1,1,423076,1,12,9
952,Dakshina Kannada,2023,12,Vandalism,1,0,0,0,5,10
953,Hassan,2025,4,Robbery,1,0,192754,0,10,7
954,Udupi,2022,11,Assault,1,1,0,1,12,1
955,Udupi,2022,2,Theft,1,0,459419,0,12,9
956,Udupi,2023,9,Drug Offence,1,1,0,1,12,3
957,Hassan,2020,7,Cybercrime,1,0,0,0,10,2
958,Shivamogga,2021,1,Robbery,1,0,335495,0,11,7
959,Belagavi,2021,5,Fraud,1,0,179123,0,6,4
960,Ballari,2025,11,Kidnapping,1,1,0,1,9,5
961,Hassan,2024,1,Theft,1,1,401287,1,10,9
962,Ballari,2025,7,Vandalism,1,0,0,0,9,10
963,Mysuru,2025,6,Drug Offence,1,0,0,0,3,3
964,Hassan,2020,1,Theft,2,0,541810,0,10,9
965,Dharwad,2022,7,Drug Offence,1,0,0,0,8,3
966,Dharwad,2024,8,Kidnapping,1,1,0,1,8,5
967,Bengaluru Urban,2022,11,Theft,1,1,406616,1,1,9
968,Belagavi,2023,1,Theft,2,1,330630,0.5,6,9
969,Kalaburagi,2022,5,Drug Offence,1,0,0,0,7,3
970,Shivamogga,2022,8,Theft,1,1,343398,1,11,9
971,Mysuru,2021,5,Theft,1,0,188768,0,3,9
972,Tumakuru,2021,4,Assault,1,1,0,1,4,1
973,Hassan,2021,10,Fraud,1,0,323349,0,10,4
974,Udupi,2022,6,Fraud,1,0,11983,0,12,4
975,Dharwad,2020,11,Vandalism,2,0,0,0,8,10
976,Ballari,2023,5,Robbery,1,1,175609,1,9,7
977,Belagavi,2022,9,Assault,1,1,0,1,6,1
978,Dakshina Kannada,2024,2,Robbery,1,1,492838,1,5,7
979,Bengaluru Urban,2025,10,Cybercrime,1,0,0,0,1,2
980,Hassan,2023,2,Robbery,1,0,479876,0,10,7
981,Shivamogga,2023,12,Theft,1,1,361059,1,11,9
982,Bengaluru Urban,2023,8,Drug Offence,1,0,0,0,1,3
983,Hassan,2023,1,Assault,1,1,0,1,10,1
984,Shivamogga,2023,2,Cybercrime,1,1,0,1,11,2
985,Dakshina Kannada,2020,12,Assault,1,0,0,0,5,1
986,Udupi,2020,6,Assault,1,1,0,1,12,1
987,Mysuru,2022,3,Assault,1,1,0,1,3,1
988,Bengaluru Urban,2023,6,Assault,2,1,0,0.5,1,1
989,Kalaburagi,2022,11,Theft,3,1,621428,0.333,7,9
990,Bengaluru Urban,2021,1,Assault,1,1,0,1,1,1
991,Hassan,2021,7,Drug Offence,1,0,0,0,10,3
992,Kalaburagi,2020,7,Cybercrime,1,0,0,0,7,2
993,Bengaluru Urban,2025,8,Murder,2,1,0,0.5,1,6
994,Belagavi,2024,8,Fraud,1,0,342811,0,6,4
995,Belagavi,2024,5,Theft,2,0,394331,0,6,9
996,Kalaburagi,2024,5,Theft,1,0,312876,0,7,9
997,Udupi,2024,8,Vandalism,1,0,0,0,12,10
998,Belagavi,2022,4,Theft,2,0,499611,0,6,9
999,Belagavi,2024,1,Drug Offence,1,1,0,1,6,3
1000,Ballari,2022,3,Assault,1,1,0,1,9,1
1001,Shivamogga,2025,8,Fraud,1,0,272272,0,11,4
1002,Kalaburagi,2023,3,Assault,1,1,0,1,7,1
1003,Bengaluru Rural,2025,11,Theft,1,0,267798,0,2,9
1004,Dharwad,2020,6,Robbery,1,0,247798,0,8,7
1005,Shivamogga,2021,2,Robbery,1,0,1988,0,11,7
1006,Belagavi,2023,6,Theft,1,0,446322,0,6,9
1007,Dharwad,2025,3,Theft,2,1,591560,0.5,8,9
1008,Ballari,2020,7,Sexual Assault,1,0,0,0,9,8
1009,Hassan,2025,3,Theft,1,1,210877,1,10,9
1010,Mysuru,2021,5,Fraud,1,1,291292,1,3,4
1011,Udupi,2023,5,Theft,1,0,346099,0,12,9
1012,Bengaluru Rural,2022,12,Theft,2,1,252796,0.5,2,9
1013,Tumakuru,2025,4,Assault,2,1,0,0.5,4,1
1014,Shivamogga,2022,11,Fraud,1,1,260332,1,11,4
1015,Bengaluru Rural,2025,6,Theft,1,1,116,1,2,9
1016,Mysuru,2020,2,Drug Offence,1,0,0,0,3,3
1017,Shivamogga,2025,5,Kidnapping,1,1,0,1,11,5
1018,Ballari,2022,7,Theft,2,1,749396,0.5,9,9
1019,Udupi,2025,3,Theft,2,1,869890,0.5,12,9
1020,Dharwad,2025,9,Assault,1,1,0,1,8,1
1021,Mysuru,2023,1,Vandalism,1,0,0,0,3,10
1022,Kalaburagi,2022,12,Robbery,1,1,68004,1,7,7
1023,Udupi,2025,11,Cybercrime,1,0,0,0,12,2
1024,Bengaluru Urban,2024,5,Robbery,1,0,120827,0,1,7
1025,Kalaburagi,2022,12,Assault,1,1,0,1,7,1
1026,Shivamogga,2020,8,Theft,1,0,156777,0,11,9
1027,Udupi,2022,8,Assault,1,0,0,0,12,1
1028,Tumakuru,2022,2,Assault,1,1,0,1,4,1
1029,Hassan,2025,6,Drug Offence,1,1,0,1,10,3
1030,Belagavi,2025,9,Assault,1,0,0,0,6,1
1031,Hassan,2022,12,Fraud,1,1,241784,1,10,4
1032,Belagavi,2021,5,Theft,2,0,156060,0,6,9
1033,Belagavi,2022,9,Theft,2,0,328298,0,6,9
1034,Bengaluru Urban,2023,5,Sexual Assault,1,0,0,0,1,8
1035,Belagavi,2024,3,Theft,1,1,264473,1,6,9
1036,Dharwad,2020,11,Drug Offence,1,1,0,1,8,3
1037,Bengaluru Urban,2025,9,Fraud,1,1,151050,1,1,4
1038,Dharwad,2023,1,Cybercrime,1,0,0,0,8,2
1039,Shivamogga,2025,6,Robbery,1,1,327189,1,11,7
1040,Belagavi,2024,1,Robbery,1,1,217454,1,6,7
1041,Bengaluru Urban,2022,9,Drug Offence,1,1,0,1,1,3
1042,Kalaburagi,2020,6,Fraud,1,0,262025,0,7,4
1043,Hassan,2025,10,Assault,1,1,0,1,10,1
1044,Bengaluru Rural,2022,8,Drug Offence,1,1,0,1,2,3
1045,Mysuru,2025,7,Drug Offence,1,0,0,0,3,3
1046,Udupi,2020,2,Robbery,1,0,346705,0,12,7
1047,Tumakuru,2022,12,Cybercrime,1,1,0,1,4,2
1048,Hassan,2025,8,Vandalism,1,0,0,0,10,10
1049,Bengaluru Rural,2023,12,Theft,1,1,131103,1,2,9
1050,Udupi,2020,3,Assault,1,0,0,0,12,1
1051,Ballari,2022,4,Sexual Assault,1,0,0,0,9,8
1052,Bengaluru Urban,2021,6,Theft,1,0,313837,0,1,9
1053,Belagavi,2021,1,Cybercrime,1,1,0,1,6,2
1054,Bengaluru Urban,2021,7,Assault,2,2,0,1,1,1
1055,Mysuru,2023,12,Robbery,1,0,170846,0,3,7
1056,Tumakuru,2020,8,Robbery,1,0,1436,0,4,7
1057,Dharwad,2024,12,Robbery,1,0,216145,0,8,7
1058,Bengaluru Rural,2020,5,Assault,1,1,0,1,2,1
1059,Tumakuru,2022,9,Vandalism,2,1,0,0.5,4,10
1060,Udupi,2021,1,Fraud,1,0,316830,0,12,4
1061,Tumakuru,2020,8,Theft,1,0,341028,0,4,9
1062,Ballari,2023,5,Theft,2,0,518587,0,9,9
1063,Ballari,2025,9,Theft,1,1,227548,1,9,9
1064,Kalaburagi,2021,4,Robbery,1,0,240943,0,7,7
1065,Belagavi,2024,1,Theft,3,0,893995,0,6,9
1066,Hassan,2025,8,Assault,1,0,0,0,10,1
1067,Tumakuru,2020,6,Robbery,1,1,418299,1,4,7
1068,Bengaluru Rural,2021,6,Assault,2,2,0,1,2,1
1069,Bengaluru Urban,2025,7,Robbery,1,0,167386,0,1,7
1070,Belagavi,2021,7,Assault,1,0,0,0,6,1
1071,Shivamogga,2025,3,Theft,1,1,480179,1,11,9
1072,Bengaluru Urban,2025,4,Theft,2,1,282074,0.5,1,9
1073,Udupi,2021,8,Drug Offence,1,0,0,0,12,3
1074,Dakshina Kannada,2020,7,Assault,2,2,0,1,5,1
1075,Bengaluru Urban,2021,11,Drug Offence,1,1,0,1,1,3
1076,Mysuru,2020,2,Assault,1,0,0,0,3,1
1077,Shivamogga,2023,9,Theft,1,0,299069,0,11,9
1078,Bengaluru Urban,2025,10,Drug Offence,1,0,0,0,1,3
1079,Belagavi,2020,7,Sexual Assault,1,1,0,1,6,8
1080,Bengaluru Urban,2022,2,Sexual Assault,1,0,0,0,1,8
1081,Kalaburagi,2025,5,Theft,2,1,561594,0.5,7,9
1082,Dharwad,2023,4,Cybercrime,1,1,0,1,8,2
1083,Dakshina Kannada,2025,12,Murder,1,0,0,0,5,6
1084,Mysuru,2024,4,Fraud,1,0,481618,0,3,4
1085,Tumakuru,2022,8,Theft,1,1,163819,1,4,9
1086,Bengaluru Urban,2020,1,Assault,1,0,0,0,1,1
1087,Tumakuru,2023,8,Assault,1,1,0,1,4,1
1088,Mysuru,2023,9,Drug Offence,1,0,0,0,3,3
1089,Dharwad,2020,2,Theft,2,0,468265,0,8,9
1090,Mysuru,2022,6,Murder,1,0,0,0,3,6
1091,Bengaluru Rural,2024,12,Theft,1,0,441063,0,2,9
1092,Hassan,2020,8,Robbery,1,1,420041,1,10,7
1093,Mysuru,2023,2,Theft,1,0,163256,0,3,9
1094,Bengaluru Rural,2020,9,Theft,1,0,176280,0,2,9
1095,Shivamogga,2025,7,Sexual Assault,1,0,0,0,11,8
1096,Udupi,2023,2,Fraud,1,1,338270,1,12,4
1097,Ballari,2023,12,Vandalism,1,0,0,0,9,10
1098,Dharwad,2024,8,Drug Offence,1,0,0,0,8,3
1099,Bengaluru Urban,2023,6,Drug Offence,1,1,0,1,1,3
1100,Bengaluru Rural,2020,2,Assault,1,0,0,0,2,1
1101,Shivamogga,2022,11,Vandalism,1,0,0,0,11,10
1102,Dakshina Kannada,2021,10,Robbery,1,0,71250,0,5,7
1103,Kalaburagi,2021,11,Theft,1,0,103709,0,7,9
1104,Ballari,2022,5,Theft,1,0,34844,0,9,9
1105,Ballari,2022,4,Theft,2,1,450408,0.5,9,9
1106,Bengaluru Rural,2021,5,Robbery,1,1,216576,1,2,7
1107,Belagavi,2021,9,Theft,2,2,156707,1,6,9
1108,Belagavi,2023,9,Assault,2,0,0,0,6,1
1109,Bengaluru Rural,2025,4,Robbery,1,1,223943,1,2,7
1110,Hassan,2023,5,Sexual Assault,1,0,0,0,10,8
1111,Bengaluru Rural,2022,11,Theft,1,0,396186,0,2,9
1112,Mysuru,2025,4,Fraud,1,1,206696,1,3,4
1113,Tumakuru,2023,5,Drug Offence,1,0,0,0,4,3
1114,Dakshina Kannada,2023,12,Robbery,1,0,458270,0,5,7
1115,Dakshina Kannada,2023,10,Drug Offence,1,0,0,0,5,3
1116,Dakshina Kannada,2023,12,Cybercrime,1,1,0,1,5,2
1117,Udupi,2022,3,Vandalism,1,1,0,1,12,10
1118,Mysuru,2022,10,Theft,1,1,189368,1,3,9
1119,Bengaluru Urban,2020,9,Assault,1,1,0,1,1,1
1120,Mysuru,2020,12,Murder,1,0,0,0,3,6
1121,Bengaluru Urban,2021,9,Cybercrime,1,0,0,0,1,2
1122,Bengaluru Urban,2020,11,Theft,2,1,426236,0.5,1,9
1123,Ballari,2023,10,Robbery,1,1,216164,1,9,7
1124,Dakshina Kannada,2022,4,Cybercrime,1,0,0,0,5,2
1125,Kalaburagi,2023,1,Assault,1,0,0,0,7,1
1126,Udupi,2025,2,Sexual Assault,1,0,0,0,12,8
1127,Mysuru,2023,11,Assault,1,0,0,0,3,1
1128,Belagavi,2024,2,Fraud,1,0,425301,0,6,4
1129,Bengaluru Urban,2024,10,Drug Offence,1,1,0,1,1,3
1130,Ballari,2022,3,Vandalism,1,0,0,0,9,10
1131,Belagavi,2022,11,Fraud,1,0,89307,0,6,4
1132,Bengaluru Urban,2022,5,Theft,1,1,37261,1,1,9
1133,Ballari,2024,5,Cybercrime,1,0,0,0,9,2
1134,Kalaburagi,2024,11,Kidnapping,1,0,0,0,7,5
1135,Bengaluru Urban,2023,3,Assault,2,1,0,0.5,1,1
1136,Shivamogga,2024,8,Robbery,2,1,443827,0.5,11,7
1137,Mysuru,2021,10,Assault,1,1,0,1,3,1
1138,Dakshina Kannada,2023,11,Assault,1,1,0,1,5,1
1139,Shivamogga,2024,11,Robbery,2,0,594179,0,11,7
1140,Dharwad,2023,6,Theft,1,0,275361,0,8,9
1141,Mysuru,2021,1,Assault,2,2,0,1,3,1
1142,Hassan,2023,1,Fraud,1,0,314703,0,10,4
1143,Shivamogga,2020,4,Cybercrime,1,1,0,1,11,2
1144,Bengaluru Rural,2025,4,Drug Offence,1,1,0,1,2,3
1145,Dakshina Kannada,2022,1,Assault,1,0,0,0,5,1
1146,Ballari,2021,6,Theft,1,1,314286,1,9,9
1147,Bengaluru Urban,2020,12,Kidnapping,1,0,0,0,1,5
1148,Tumakuru,2022,10,Robbery,1,1,3908,1,4,7
1149,Dharwad,2022,9,Robbery,1,1,480248,1,8,7
1150,Bengaluru Urban,2024,9,Sexual Assault,1,1,0,1,1,8
1151,Ballari,2023,3,Cybercrime,1,1,0,1,9,2
1152,Mysuru,2023,7,Robbery,1,1,202692,1,3,7
1153,Belagavi,2020,6,Fraud,1,1,142631,1,6,4
1154,Udupi,2023,6,Robbery,1,0,28539,0,12,7
1155,Dakshina Kannada,2025,2,Drug Offence,1,1,0,1,5,3
1156,Bengaluru Urban,2022,5,Cybercrime,1,0,0,0,1,2
1157,Mysuru,2023,9,Theft,1,1,381501,1,3,9
1158,Tumakuru,2024,10,Theft,1,1,25269,1,4,9
1159,Shivamogga,2025,10,Robbery,1,0,356610,0,11,7
1160,Dakshina Kannada,2021,7,Assault,1,1,0,1,5,1
1161,Bengaluru Urban,2024,10,Theft,1,0,333239,0,1,9
1162,Bengaluru Urban,2025,3,Cybercrime,1,1,0,1,1,2
1163,Ballari,2021,4,Robbery,1,1,475064,1,9,7
1164,Hassan,2022,2,Theft,1,1,228931,1,10,9
1165,Hassan,2021,11,Robbery,2,1,631663,0.5,10,7
1166,Hassan,2020,9,Theft,1,1,216457,1,10,9
1167,Dharwad,2022,9,Theft,2,2,707397,1,8,9
1168,Kalaburagi,2020,6,Assault,1,0,0,0,7,1
1169,Dharwad,2022,3,Assault,1,0,0,0,8,1
1170,Hassan,2021,5,Theft,2,1,732621,0.5,10,9
1171,Bengaluru Urban,2021,9,Theft,1,1,463633,1,1,9
1172,Belagavi,2025,1,Kidnapping,1,1,0,1,6,5
1173,Ballari,2025,8,Fraud,2,0,553714,0,9,4
1174,Tumakuru,2024,10,Assault,1,0,0,0,4,1
1175,Tumakuru,2025,2,Cybercrime,1,1,0,1,4,2
1176,Bengaluru Rural,2022,3,Theft,1,1,219986,1,2,9
1177,Dakshina Kannada,2021,4,Robbery,1,1,466306,1,5,7
1178,Mysuru,2025,12,Drug Offence,1,0,0,0,3,3
1179,Mysuru,2024,5,Sexual Assault,1,0,0,0,3,8
1180,Shivamogga,2022,9,Fraud,1,1,93020,1,11,4
1181,Shivamogga,2022,3,Theft,1,1,161763,1,11,9
1182,Bengaluru Urban,2021,4,Assault,1,1,0,1,1,1
1183,Bengaluru Urban,2024,11,Fraud,1,1,23121,1,1,4
1184,Mysuru,2025,9,Assault,2,0,0,0,3,1
1185,Udupi,2025,8,Cybercrime,1,1,0,1,12,2
1186,Hassan,2023,12,Sexual Assault,1,0,0,0,10,8
1187,Mysuru,2023,10,Assault,1,1,0,1,3,1
1188,Bengaluru Rural,2023,2,Assault,1,0,0,0,2,1
1189,Shivamogga,2024,9,Robbery,1,0,81112,0,11,7
1190,Shivamogga,2025,2,Fraud,1,1,294968,1,11,4
1191,Belagavi,2022,6,Assault,1,0,0,0,6,1
1192,Udupi,2022,6,Sexual Assault,1,1,0,1,12,8
1193,Kalaburagi,2025,12,Theft,3,1,425066,0.333,7,9
1194,Bengaluru Rural,2022,2,Theft,1,1,411810,1,2,9
1195,Bengaluru Rural,2022,10,Assault,1,0,0,0,2,1
1196,Shivamogga,2023,4,Theft,1,1,158942,1,11,9
1197,Belagavi,2020,10,Theft,1,1,392487,1,6,9
1198,Belagavi,2021,6,Sexual Assault,1,0,0,0,6,8
1199,Tumakuru,2025,6,Cybercrime,1,0,0,0,4,2
1200,Mysuru,2025,6,Fraud,2,2,509767,1,3,4
1201,Bengaluru Urban,2023,5,Fraud,1,1,62609,1,1,4
1202,Dharwad,2021,6,Vandalism,1,0,0,0,8,10
1203,Kalaburagi,2022,1,Assault,1,1,0,1,7,1
1204,Udupi,2022,9,Theft,1,1,101003,1,12,9
1205,Ballari,2023,3,Assault,2,1,0,0.5,9,1
1206,Dharwad,2024,4,Robbery,1,1,6745,1,8,7
1207,Dharwad,2024,5,Robbery,1,0,146738,0,8,7
1208,Bengaluru Urban,2023,2,Drug Offence,1,0,0,0,1,3
1209,Belagavi,2023,11,Robbery,1,1,65956,1,6,7
1210,Dakshina Kannada,2025,8,Fraud,1,1,307810,1,5,4
1211,Bengaluru Rural,2023,4,Assault,1,0,0,0,2,1
1212,Bengaluru Urban,2021,1,Drug Offence,1,0,0,0,1,3
1213,Udupi,2024,4,Assault,1,0,0,0,12,1
1214,Shivamogga,2020,9,Kidnapping,1,0,0,0,11,5
1215,Kalaburagi,2020,1,Robbery,1,1,213929,1,7,7
1216,Hassan,2023,9,Theft,1,1,469020,1,10,9
1217,Bengaluru Urban,2021,5,Drug Offence,1,1,0,1,1,3
1218,Mysuru,2023,12,Theft,1,0,473427,0,3,9
1219,Kalaburagi,2024,5,Fraud,1,1,295790,1,7,4
1220,Dakshina Kannada,2020,3,Cybercrime,1,1,0,1,5,2
1221,Ballari,2020,11,Theft,1,0,229488,0,9,9
1222,Shivamogga,2020,5,Assault,1,0,0,0,11,1
1223,Bengaluru Urban,2025,12,Robbery,1,0,33630,0,1,7
1224,Kalaburagi,2023,7,Theft,1,0,76659,0,7,9
1225,Udupi,2021,4,Assault,1,0,0,0,12,1
1226,Ballari,2024,2,Vandalism,1,1,0,1,9,10
1227,Mysuru,2021,3,Assault,1,0,0,0,3,1
1228,Udupi,2023,11,Assault,1,0,0,0,12,1
1229,Mysuru,2022,7,Kidnapping,1,1,0,1,3,5
1230,Hassan,2025,12,Cybercrime,1,0,0,0,10,2
1231,Bengaluru Urban,2024,4,Robbery,1,1,31290,1,1,7
1232,Tumakuru,2024,6,Robbery,1,1,123530,1,4,7
1233,Ballari,2021,1,Theft,1,1,373990,1,9,9
1234,Dharwad,2025,11,Theft,2,1,213305,0.5,8,9
1235,Hassan,2020,11,Robbery,1,0,9220,0,10,7
1236,Udupi,2021,7,Cybercrime,1,1,0,1,12,2
1237,Dakshina Kannada,2025,11,Theft,1,1,323247,1,5,9
1238,Belagavi,2024,10,Cybercrime,1,1,0,1,6,2
1239,Bengaluru Urban,2023,4,Theft,1,1,266868,1,1,9
1240,Tumakuru,2024,2,Theft,1,0,24784,0,4,9
1241,Bengaluru Urban,2023,9,Assault,1,0,0,0,1,1
1242,Bengaluru Urban,2022,11,Assault,1,0,0,0,1,1
1243,Dakshina Kannada,2024,6,Sexual Assault,1,0,0,0,5,8
1244,Kalaburagi,2021,7,Theft,1,0,496578,0,7,9
1245,Kalaburagi,2025,2,Assault,2,1,0,0.5,7,1
1246,Bengaluru Urban,2023,6,Theft,1,1,218633,1,1,9
1247,Kalaburagi,2025,5,Vandalism,2,0,0,0,7,10
1248,Shivamogga,2025,10,Theft,2,0,581814,0,11,9
1249,Hassan,2020,10,Assault,1,1,0,1,10,1
1250,Bengaluru Urban,2022,5,Drug Offence,1,0,0,0,1,3
1251,Dakshina Kannada,2020,1,Drug Offence,1,1,0,1,5,3
1252,Mysuru,2021,4,Sexual Assault,1,0,0,0,3,8
1253,Ballari,2023,8,Sexual Assault,1,1,0,1,9,8
1254,Ballari,2020,3,Theft,1,1,357604,1,9,9
1255,Bengaluru Urban,2025,1,Assault,1,0,0,0,1,1
1256,Bengaluru Urban,2024,2,Assault,2,2,0,1,1,1
1257,Shivamogga,2021,12,Fraud,1,0,181318,0,11,4
1258,Dharwad,2020,11,Cybercrime,1,0,0,0,8,2
1259,Udupi,2021,10,Vandalism,1,1,0,1,12,10
1260,Bengaluru Rural,2025,1,Fraud,1,1,232117,1,2,4
1261,Shivamogga,2022,10,Cybercrime,1,1,0,1,11,2
1262,Belagavi,2022,6,Robbery,1,1,50967,1,6,7
1263,Udupi,2024,10,Theft,1,1,274561,1,12,9
1264,Dakshina Kannada,2023,8,Cybercrime,2,0,0,0,5,2
1265,Bengaluru Rural,2023,12,Drug Offence,1,0,0,0,2,3
1266,Mysuru,2024,1,Robbery,1,1,463739,1,3,7
1267,Dakshina Kannada,2025,10,Fraud,1,1,102836,1,5,4
1268,Dharwad,2022,9,Cybercrime,1,0,0,0,8,2
1269,Ballari,2021,10,Fraud,1,0,454844,0,9,4
1270,Dakshina Kannada,2022,5,Assault,1,1,0,1,5,1
1271,Dharwad,2020,7,Vandalism,1,0,0,0,8,10
1272,Tumakuru,2021,7,Kidnapping,1,0,0,0,4,5
1273,Bengaluru Rural,2025,11,Kidnapping,1,0,0,0,2,5
1274,Dakshina Kannada,2024,2,Assault,1,1,0,1,5,1
1275,Mysuru,2023,6,Vandalism,1,0,0,0,3,10
1276,Hassan,2024,8,Fraud,1,0,33891,0,10,4
1277,Belagavi,2020,12,Vandalism,1,0,0,0,6,10
1278,Udupi,2020,12,Murder,1,0,0,0,12,6
1279,Udupi,2023,8,Theft,2,1,222747,0.5,12,9
1280,Bengaluru Urban,2023,12,Theft,2,1,373939,0.5,1,9
1281,Bengaluru Urban,2021,4,Kidnapping,1,1,0,1,1,5
1282,Ballari,2021,6,Assault,1,1,0,1,9,1
1283,Dakshina Kannada,2020,10,Kidnapping,1,1,0,1,5,5
1284,Dakshina Kannada,2023,7,Theft,1,1,204508,1,5,9
1285,Ballari,2023,7,Sexual Assault,1,0,0,0,9,8
1286,Bengaluru Rural,2022,1,Robbery,1,1,246921,1,2,7
1287,Hassan,2025,8,Theft,1,0,378763,0,10,9
