OccuranceTimeID,CaseMasterID,FromDate,ToDate,PlaceOfOccurance,latitude,longitude
606,606,2020-10-23 20:07:00,2020-10-23 23:55:00,Beat-13,12.992857,77.565229
607,607,2024-02-14 16:37:00,2024-02-14 18:50:00,Beat-14,12.967289,77.615754
608,608,2022-08-26 05:18:00,2022-08-26 07:14:00,Beat-15,12.975985,76.130208
609,609,2025-09-14 19:23:00,2025-09-14 23:11:00,Beat-16,15.886333,74.595492
610,610,2024-06-03 07:19:00,2024-06-03 10:55:00,Beat-17,15.547413,75.085277
611,611,2020-04-24 02:55:00,2020-04-24 04:15:00,Beat-18,15.224505,76.934263
612,612,2025-11-17 17:03:00,2025-11-17 20:42:00,Beat-1,13.327047,74.730022
613,613,2023-06-16 05:02:00,2023-06-16 05:48:00,Beat-2,15.508582,75.082738
614,614,2020-04-02 18:11:00,2020-04-02 20:27:00,Beat-3,17.363762,76.876532
615,615,2024-06-09 05:18:00,2024-06-09 07:20:00,Beat-4,13.071129,76.158888
616,616,2021-12-23 03:03:00,2021-12-23 03:24:00,Beat-5,15.109358,76.979108
617,617,2020-05-12 19:43:00,2020-05-12 23:36:00,Beat-6,13.26247,77.10359
618,618,2022-07-17 18:51:00,2022-07-17 22:21:00,Beat-7,13.006602,77.562641
619,619,2021-03-28 16:57:00,2021-03-28 19:09:00,Beat-8,13.008491,76.001764
620,620,2025-03-09 21:12:00,2025-03-10 00:15:00,Beat-9,15.428803,74.973714
621,621,2021-04-27 20:19:00,2021-04-27 20:55:00,Beat-10,17.242487,76.771578
622,622,2024-04-18 08:43:00,2024-04-18 11:44:00,Beat-11,13.157386,77.51775
623,623,2024-08-24 20:32:00,2024-08-24 23:52:00,Beat-12,12.991274,77.557539
624,624,2022-12-29 23:41:00,2022-12-30 03:11:00,Beat-13,13.963054,75.553109
625,625,2021-10-24 16:26:00,2021-10-24 19:02:00,Beat-14,13.290472,77.106901
626,626,2020-09-30 09:16:00,2020-09-30 10:35:00,Beat-15,15.107944,77.000455
627,627,2020-10-14 06:54:00,2020-10-14 07:29:00,Beat-16,12.400209,76.550711
628,628,2024-04-01 19:47:00,2024-04-01 21:16:00,Beat-17,15.033097,76.809794
629,629,2023-09-02 11:12:00,2023-09-02 14:00:00,Beat-18,13.105394,77.478323
630,630,2025-10-21 02:24:00,2025-10-21 05:14:00,Beat-1,13.005663,77.681393
631,631,2023-12-20 09:33:00,2023-12-20 10:19:00,Beat-2,13.384659,77.038799
632,632,2025-04-26 06:01:00,2025-04-26 09:29:00,Beat-3,12.945595,77.533744
633,633,2022-02-20 04:12:00,2022-02-20 06:53:00,Beat-4,12.893545,74.96861
634,634,2025-04-06 23:01:00,2025-04-07 02:53:00,Beat-5,15.865574,74.539757
635,635,2024-04-23 19:10:00,2024-04-23 20:39:00,Beat-6,13.390521,77.056025
636,636,2020-01-18 20:23:00,2020-01-18 22:49:00,Beat-7,12.90641,77.56125
637,637,2021-05-11 07:12:00,2021-05-11 08:30:00,Beat-8,13.221639,74.798211
638,638,2025-10-04 07:58:00,2025-10-04 10:16:00,Beat-9,12.336503,76.665486
639,639,2024-10-01 09:06:00,2024-10-01 10:52:00,Beat-10,15.429699,74.990793
640,640,2025-04-18 04:58:00,2025-04-18 07:44:00,Beat-11,15.093438,76.941552
641,641,2025-03-07 09:50:00,2025-03-07 13:33:00,Beat-12,12.919414,77.564198
642,642,2024-09-09 15:18:00,2024-09-09 16:09:00,Beat-13,13.348507,74.775025
643,643,2025-07-04 17:59:00,2025-07-04 19:12:00,Beat-14,15.877492,74.417647
644,644,2021-03-26 03:39:00,2021-03-26 05:59:00,Beat-15,12.96201,76.079145
645,645,2024-01-21 06:57:00,2024-01-21 08:28:00,Beat-16,12.942425,77.542071
646,646,2022-11-01 00:25:00,2022-11-01 00:58:00,Beat-17,12.894528,77.564554
647,647,2023-06-15 13:23:00,2023-06-15 15:48:00,Beat-18,13.304939,77.091996
648,648,2022-06-02 03:14:00,2022-06-02 04:36:00,Beat-1,13.348191,77.077301
649,649,2023-05-04 15:34:00,2023-05-04 17:13:00,Beat-2,12.858142,75.01308
650,650,2023-11-19 00:38:00,2023-11-19 01:37:00,Beat-3,12.923176,74.979264
651,651,2021-01-25 17:05:00,2021-01-25 20:32:00,Beat-4,12.417583,76.687745
652,652,2025-07-31 11:01:00,2025-07-31 11:56:00,Beat-5,13.338904,74.685611
653,653,2024-10-01 10:35:00,2024-10-01 12:48:00,Beat-6,13.379144,77.056944
654,654,2024-07-14 13:40:00,2024-07-14 17:25:00,Beat-7,13.32184,77.12131
655,655,2023-01-11 18:05:00,2023-01-11 19:42:00,Beat-8,13.259673,77.525389
656,656,2021-11-07 01:16:00,2021-11-07 02:43:00,Beat-9,13.343899,77.082351
657,657,2021-09-09 03:10:00,2021-09-09 05:35:00,Beat-10,12.336754,76.684519
658,658,2023-08-30 08:05:00,2023-08-30 10:13:00,Beat-11,12.41368,76.71956
659,659,2020-07-16 00:38:00,2020-07-16 04:38:00,Beat-12,13.316673,74.705503
660,660,2025-10-23 10:44:00,2025-10-23 11:09:00,Beat-13,12.972909,76.023579
661,661,2023-03-01 01:21:00,2023-03-01 04:13:00,Beat-14,13.255943,77.443439
662,662,2024-12-15 02:20:00,2024-12-15 04:21:00,Beat-15,12.746747,74.889153
663,663,2023-01-02 14:23:00,2023-01-02 16:15:00,Beat-16,12.270507,76.633891
664,664,2025-02-06 08:17:00,2025-02-06 10:13:00,Beat-17,12.851884,74.942251
665,665,2024-02-01 13:52:00,2024-02-01 15:09:00,Beat-18,15.054924,76.848886
666,666,2025-03-26 01:36:00,2025-03-26 03:27:00,Beat-1,13.382257,74.778328
667,667,2024-07-12 11:09:00,2024-07-12 12:16:00,Beat-2,13.010002,76.02606
668,668,2022-08-20 18:36:00,2022-08-20 19:58:00,Beat-3,12.96484,76.18416
669,669,2024-08-09 06:43:00,2024-08-09 09:20:00,Beat-4,13.056203,77.58864
670,670,2025-01-03 23:02:00,2025-01-03 23:55:00,Beat-5,13.048488,76.214235
671,671,2024-03-19 06:54:00,2024-03-19 07:54:00,Beat-6,12.803929,75.003884
672,672,2020-06-04 16:30:00,2020-06-04 20:17:00,Beat-7,12.393519,76.607996
673,673,2022-02-28 17:48:00,2022-02-28 20:50:00,Beat-8,13.018305,77.657189
674,674,2020-02-11 05:42:00,2020-02-11 08:21:00,Beat-9,13.243698,74.736605
675,675,2020-10-17 11:38:00,2020-10-17 13:55:00,Beat-10,12.312863,76.670455
676,676,2025-10-20 22:42:00,2025-10-21 02:36:00,Beat-11,13.915944,75.639405
677,677,2025-08-29 09:28:00,2025-08-29 12:55:00,Beat-12,12.78749,74.970919
678,678,2021-09-27 07:33:00,2021-09-27 10:10:00,Beat-13,15.904446,74.529145
679,679,2024-04-18 21:09:00,2024-04-18 21:44:00,Beat-14,15.89645,74.399068
680,680,2024-06-24 12:26:00,2024-06-24 14:15:00,Beat-15,17.27972,76.822772
681,681,2025-01-20 15:31:00,2025-01-20 18:40:00,Beat-16,12.96441,77.561223
682,682,2023-11-11 04:24:00,2023-11-11 06:14:00,Beat-17,12.841103,75.001763
683,683,2025-09-24 02:59:00,2025-09-24 03:21:00,Beat-18,13.043773,76.178002
684,684,2020-06-29 10:18:00,2020-06-29 10:40:00,Beat-1,17.261032,76.74943
685,685,2023-07-05 10:16:00,2023-07-05 11:33:00,Beat-2,12.940296,76.211599
686,686,2021-05-29 13:48:00,2021-05-29 16:39:00,Beat-3,17.214612,76.805274
687,687,2024-12-31 15:05:00,2024-12-31 15:55:00,Beat-4,15.414123,74.943101
688,688,2024-01-01 00:55:00,2024-01-01 01:34:00,Beat-5,13.310392,74.671397
689,689,2021-12-26 19:57:00,2021-12-26 21:59:00,Beat-6,12.822757,74.930872
690,690,2020-02-18 01:46:00,2020-02-18 05:18:00,Beat-7,12.806124,75.002886
691,691,2022-07-17 05:11:00,2022-07-17 08:07:00,Beat-8,12.923338,77.548908
692,692,2024-07-25 10:54:00,2024-07-25 12:11:00,Beat-9,13.062384,76.155184
693,693,2020-11-24 14:26:00,2020-11-24 16:07:00,Beat-10,12.368101,76.567421
694,694,2025-01-12 02:11:00,2025-01-12 05:34:00,Beat-11,13.302263,77.05836
695,695,2020-08-18 15:53:00,2020-08-18 19:07:00,Beat-12,12.931168,75.021847
696,696,2025-07-26 07:54:00,2025-07-26 08:33:00,Beat-13,13.287862,77.056869
697,697,2023-04-08 23:48:00,2023-04-09 00:06:00,Beat-14,15.829115,74.453028
698,698,2022-09-07 13:29:00,2022-09-07 15:28:00,Beat-15,13.167242,77.548739
699,699,2023-11-05 17:52:00,2023-11-05 20:53:00,Beat-16,13.349051,74.752173
700,700,2020-10-19 11:23:00,2020-10-19 15:19:00,Beat-17,15.834051,74.502174
701,701,2021-01-29 05:04:00,2021-01-29 08:36:00,Beat-18,12.271751,76.705731
702,702,2020-11-04 23:45:00,2020-11-05 02:01:00,Beat-1,15.769188,74.503583
703,703,2021-03-24 08:39:00,2021-03-24 10:00:00,Beat-2,17.299967,76.840538
704,704,2024-03-06 06:33:00,2024-03-06 08:14:00,Beat-3,12.918623,77.559797
705,705,2021-08-09 08:26:00,2021-08-09 10:34:00,Beat-4,13.96137,75.592087
706,706,2021-09-03 02:46:00,2021-09-03 05:44:00,Beat-5,12.364322,76.656621
707,707,2025-06-06 10:51:00,2025-06-06 14:37:00,Beat-6,12.872622,74.927189
708,708,2025-09-28 06:24:00,2025-09-28 08:43:00,Beat-7,12.92423,77.4909
709,709,2020-04-16 07:59:00,2020-04-16 11:47:00,Beat-8,12.948373,76.034468
710,710,2020-07-15 01:16:00,2020-07-15 02:09:00,Beat-9,15.825677,74.395637
711,711,2024-04-08 20:05:00,2024-04-08 22:20:00,Beat-10,13.383874,74.735984
712,712,2020-03-30 19:38:00,2020-03-30 21:46:00,Beat-11,13.167837,77.514903
713,713,2021-06-20 09:16:00,2021-06-20 12:21:00,Beat-12,17.424695,76.850802
714,714,2021-11-04 22:51:00,2021-11-04 23:21:00,Beat-13,13.000925,76.164343
715,715,2020-10-23 04:01:00,2020-10-23 06:38:00,Beat-14,12.304555,76.668103
716,716,2020-08-19 16:08:00,2020-08-19 16:28:00,Beat-15,15.437293,75.020801
717,717,2022-11-23 18:32:00,2022-11-23 20:32:00,Beat-16,15.794325,74.459552
718,718,2022-07-13 13:09:00,2022-07-13 15:50:00,Beat-17,14.012558,75.583717
719,719,2024-01-26 08:22:00,2024-01-26 12:05:00,Beat-18,12.380684,76.651089
720,720,2023-09-05 05:31:00,2023-09-05 06:43:00,Beat-1,12.280182,76.685622
721,721,2023-11-08 05:19:00,2023-11-08 06:15:00,Beat-2,12.971261,76.156736
722,722,2025-03-05 00:02:00,2025-03-05 02:31:00,Beat-3,13.211064,77.459795
723,723,2020-03-11 19:07:00,2020-03-11 20:09:00,Beat-4,13.971765,75.556662
724,724,2024-07-03 14:46:00,2024-07-03 16:39:00,Beat-5,13.346929,77.125295
725,725,2022-08-16 01:12:00,2022-08-16 02:16:00,Beat-6,15.137944,76.932156
726,726,2022-04-19 10:43:00,2022-04-19 13:37:00,Beat-7,12.740205,74.9287
727,727,2022-07-06 05:22:00,2022-07-06 08:19:00,Beat-8,13.219486,77.54613
728,728,2022-02-26 08:47:00,2022-02-26 11:57:00,Beat-9,13.253717,77.531639
729,729,2023-10-27 14:05:00,2023-10-27 15:36:00,Beat-10,13.251806,77.531864
730,730,2025-01-19 20:57:00,2025-01-19 21:42:00,Beat-11,13.955615,75.577913
731,731,2020-07-05 15:26:00,2020-07-05 17:30:00,Beat-12,13.365281,77.05418
732,732,2020-03-13 10:18:00,2020-03-13 10:54:00,Beat-13,13.353952,77.050079
733,733,2020-09-05 00:07:00,2020-09-05 00:35:00,Beat-14,13.267666,77.469861
734,734,2021-08-19 02:49:00,2021-08-19 03:36:00,Beat-15,13.972923,75.583971
735,735,2024-01-31 03:31:00,2024-01-31 03:52:00,Beat-16,15.399922,75.026402
736,736,2024-03-24 06:14:00,2024-03-24 07:34:00,Beat-17,13.36779,77.069676
737,737,2021-10-03 01:48:00,2021-10-03 04:25:00,Beat-18,12.287405,76.619521
738,738,2021-12-21 17:32:00,2021-12-21 20:55:00,Beat-1,12.852809,75.022891
739,739,2023-06-04 07:14:00,2023-06-04 10:48:00,Beat-2,12.999267,76.153798
740,740,2022-02-15 22:54:00,2022-02-16 02:47:00,Beat-3,13.303127,77.133233
741,741,2023-08-17 20:56:00,2023-08-18 00:41:00,Beat-4,13.215225,77.450737
742,742,2023-06-18 03:21:00,2023-06-18 03:51:00,Beat-5,14.016604,75.514092
743,743,2021-12-13 07:17:00,2021-12-13 09:47:00,Beat-6,12.981381,76.14616
744,744,2022-12-04 12:30:00,2022-12-04 15:43:00,Beat-7,13.33874,77.094177
745,745,2023-11-10 16:16:00,2023-11-10 19:37:00,Beat-8,12.945667,74.986632
746,746,2024-12-23 06:58:00,2024-12-23 07:27:00,Beat-9,12.920953,77.659115
747,747,2024-10-22 07:48:00,2024-10-22 11:32:00,Beat-10,13.305248,77.447652
748,748,2024-04-27 23:07:00,2024-04-28 03:03:00,Beat-11,17.418651,76.875467
749,749,2023-01-04 18:40:00,2023-01-04 21:26:00,Beat-12,17.434206,76.825975
750,750,2020-11-26 02:34:00,2020-11-26 05:28:00,Beat-13,13.013424,76.063456
751,751,2024-05-07 08:46:00,2024-05-07 11:25:00,Beat-14,12.40922,76.730409
752,752,2022-10-19 03:51:00,2022-10-19 06:53:00,Beat-15,13.973806,75.541477
753,753,2024-12-24 21:49:00,2024-12-25 01:21:00,Beat-16,15.742518,74.505974
754,754,2023-07-08 21:57:00,2023-07-09 01:36:00,Beat-17,15.355452,74.974641
755,755,2023-05-11 22:33:00,2023-05-11 23:26:00,Beat-18,13.3382,74.80761
756,756,2021-07-21 15:35:00,2021-07-21 16:01:00,Beat-1,13.022222,77.501171
757,757,2025-10-11 07:35:00,2025-10-11 10:50:00,Beat-2,13.025949,77.560576
758,758,2024-12-17 13:40:00,2024-12-17 16:36:00,Beat-3,15.882762,74.45429
759,759,2024-05-05 16:55:00,2024-05-05 20:12:00,Beat-4,13.002261,77.584824
760,760,2020-04-15 22:31:00,2020-04-16 01:34:00,Beat-5,13.935783,75.574333
761,761,2023-12-02 11:42:00,2023-12-02 14:09:00,Beat-6,15.819575,74.469535
762,762,2020-10-14 05:16:00,2020-10-14 07:13:00,Beat-7,12.253927,76.737886
763,763,2025-01-20 09:16:00,2025-01-20 10:03:00,Beat-8,15.436456,75.000676
764,764,2024-11-07 06:18:00,2024-11-07 06:57:00,Beat-9,13.359873,77.039916
765,765,2023-01-20 06:03:00,2023-01-20 09:04:00,Beat-10,12.972538,77.668017
766,766,2025-09-01 03:40:00,2025-09-01 05:38:00,Beat-11,12.766787,74.950828
767,767,2024-11-02 21:17:00,2024-11-02 21:52:00,Beat-12,13.933978,75.544072
768,768,2023-08-10 17:30:00,2023-08-10 18:08:00,Beat-13,12.279543,76.661377
769,769,2023-04-26 11:09:00,2023-04-26 12:28:00,Beat-14,13.377722,77.062983
770,770,2021-09-04 20:03:00,2021-09-04 23:14:00,Beat-15,12.298648,76.717395
771,771,2020-11-23 12:29:00,2020-11-23 15:48:00,Beat-16,12.378932,76.629545
772,772,2020-08-22 15:43:00,2020-08-22 19:35:00,Beat-17,13.043193,77.628182
773,773,2022-12-01 05:40:00,2022-12-01 07:03:00,Beat-18,13.16724,77.494343
774,774,2023-07-29 04:27:00,2023-07-29 06:45:00,Beat-1,13.230223,77.483316
775,775,2024-06-18 01:33:00,2024-06-18 04:06:00,Beat-2,13.19705,77.550954
776,776,2023-07-30 11:40:00,2023-07-30 15:37:00,Beat-3,17.407784,76.871758
777,777,2023-07-09 00:12:00,2023-07-09 00:36:00,Beat-4,15.876157,74.413632
778,778,2021-03-02 01:43:00,2021-03-02 02:33:00,Beat-5,13.22865,77.506928
779,779,2020-06-07 21:10:00,2020-06-07 22:51:00,Beat-6,12.800484,74.899778
780,780,2021-02-06 21:55:00,2021-02-06 22:24:00,Beat-7,13.379457,74.868529
781,781,2022-11-26 07:30:00,2022-11-26 09:48:00,Beat-8,12.954578,77.610816
782,782,2025-12-22 15:11:00,2025-12-22 16:41:00,Beat-9,15.101984,76.957943
783,783,2025-03-08 04:49:00,2025-03-08 06:18:00,Beat-10,15.938523,74.58235
784,784,2023-06-06 22:54:00,2023-06-06 23:43:00,Beat-11,13.311955,77.077959
785,785,2020-01-13 19:57:00,2020-01-13 20:35:00,Beat-12,15.136158,76.932912
786,786,2022-09-07 19:22:00,2022-09-07 20:06:00,Beat-13,13.339719,77.115754
787,787,2021-03-02 05:12:00,2021-03-02 07:42:00,Beat-14,12.997858,77.704097
788,788,2021-12-01 02:08:00,2021-12-01 06:03:00,Beat-15,12.964919,76.187487
789,789,2020-12-18 23:48:00,2020-12-19 03:00:00,Beat-16,13.291176,77.123662
790,790,2022-10-14 01:29:00,2022-10-14 03:10:00,Beat-17,17.454013,76.885737
791,791,2025-04-13 10:18:00,2025-04-13 13:15:00,Beat-18,12.908532,77.598239
792,792,2020-02-21 19:27:00,2020-02-21 22:55:00,Beat-1,12.948472,77.571748
793,793,2025-03-31 18:32:00,2025-03-31 21:59:00,Beat-2,13.13305,77.540726
794,794,2025-10-07 12:21:00,2025-10-07 12:47:00,Beat-3,17.359403,76.878213
795,795,2023-12-04 00:39:00,2023-12-04 01:33:00,Beat-4,15.237955,76.916245
796,796,2022-03-02 12:39:00,2022-03-02 14:51:00,Beat-5,13.334519,77.051495
797,797,2025-03-15 07:19:00,2025-03-15 10:05:00,Beat-6,12.875508,77.557429
798,798,2024-01-19 22:44:00,2024-01-20 01:27:00,Beat-7,15.066492,76.889178
799,799,2021-12-11 21:22:00,2021-12-12 00:42:00,Beat-8,13.007603,77.553478
800,800,2025-07-14 06:47:00,2025-07-14 10:34:00,Beat-9,12.787494,74.884516
801,801,2023-03-23 21:54:00,2023-03-23 22:53:00,Beat-10,15.792231,74.473622
802,802,2023-08-23 11:57:00,2023-08-23 14:56:00,Beat-11,13.380841,77.106592
803,803,2021-08-02 17:40:00,2021-08-02 19:27:00,Beat-12,12.875947,77.564722
804,804,2023-01-06 13:44:00,2023-01-06 17:24:00,Beat-13,12.347,76.688701
805,805,2023-02-16 09:54:00,2023-02-16 11:49:00,Beat-14,13.973833,75.582142
806,806,2023-10-08 05:08:00,2023-10-08 08:46:00,Beat-15,15.795289,74.379436
807,807,2021-09-15 07:50:00,2021-09-15 10:06:00,Beat-16,12.752532,74.957522
808,808,2025-09-03 10:16:00,2025-09-03 10:55:00,Beat-17,12.325237,76.573959
809,809,2022-06-24 14:38:00,2022-06-24 17:08:00,Beat-18,13.184933,77.448548
810,810,2019-12-31 20:32:00,2019-12-31 21:30:00,Beat-1,12.919819,77.573828
811,811,2023-11-02 09:55:00,2023-11-02 11:49:00,Beat-2,13.006527,76.17597
812,812,2024-08-08 15:37:00,2024-08-08 17:35:00,Beat-3,13.120178,77.535134
813,813,2025-03-26 13:22:00,2025-03-26 15:42:00,Beat-4,12.962268,77.617526
814,814,2023-11-08 13:24:00,2023-11-08 14:25:00,Beat-5,15.447202,75.008528
815,815,2022-07-13 08:55:00,2022-07-13 11:46:00,Beat-6,13.027373,76.189108
816,816,2023-12-31 05:04:00,2023-12-31 07:45:00,Beat-7,13.052756,77.553864
817,817,2023-08-04 09:37:00,2023-08-04 09:59:00,Beat-8,15.883402,74.403282
818,818,2021-07-11 18:08:00,2021-07-11 19:26:00,Beat-9,13.378718,74.777437
819,819,2021-01-24 18:17:00,2021-01-24 22:01:00,Beat-10,15.437509,75.03749
820,820,2025-12-12 04:38:00,2025-12-12 08:07:00,Beat-11,15.078273,76.821745
821,821,2025-01-06 13:42:00,2025-01-06 14:37:00,Beat-12,12.921299,77.562716
822,822,2020-01-16 19:35:00,2020-01-16 21:09:00,Beat-13,12.91584,77.557402
823,823,2024-04-27 12:36:00,2024-04-27 15:39:00,Beat-14,12.367473,76.613473
824,824,2020-07-24 10:43:00,2020-07-24 11:31:00,Beat-15,12.269519,76.661247
825,825,2020-11-10 08:02:00,2020-11-10 11:55:00,Beat-16,12.758984,74.964667
826,826,2025-01-03 19:16:00,2025-01-03 19:43:00,Beat-17,12.280833,76.679178
827,827,2023-06-04 18:24:00,2023-06-04 21:25:00,Beat-18,15.047839,76.937067
828,828,2023-06-20 19:59:00,2023-06-20 23:16:00,Beat-1,13.017508,77.586417
829,829,2023-03-31 20:39:00,2023-03-31 23:10:00,Beat-2,15.760948,74.384609
830,830,2020-04-26 01:14:00,2020-04-26 02:56:00,Beat-3,12.348851,76.570098
831,831,2024-04-10 21:06:00,2024-04-10 21:56:00,Beat-4,12.748221,74.960408
832,832,2023-08-23 05:37:00,2023-08-23 06:19:00,Beat-5,13.149263,77.558257
833,833,2022-10-29 23:53:00,2022-10-30 03:35:00,Beat-6,12.992057,77.490986
834,834,2024-11-25 23:15:00,2024-11-26 00:11:00,Beat-7,17.252435,76.823843
835,835,2020-08-16 19:30:00,2020-08-16 20:01:00,Beat-8,13.036536,77.674345
836,836,2021-07-31 07:04:00,2021-07-31 08:21:00,Beat-9,13.008862,76.219318
837,837,2020-08-11 04:21:00,2020-08-11 07:57:00,Beat-10,17.296442,76.77016
838,838,2020-02-27 11:08:00,2020-02-27 13:41:00,Beat-11,13.258632,77.482714
839,839,2020-03-27 16:15:00,2020-03-27 18:30:00,Beat-12,13.353496,74.76322
840,840,2023-02-12 15:08:00,2023-02-12 15:59:00,Beat-13,13.978467,75.555303
841,841,2023-06-17 01:37:00,2023-06-17 03:09:00,Beat-14,15.921113,74.601881
842,842,2023-09-07 07:31:00,2023-09-07 10:04:00,Beat-15,12.93573,77.515701
843,843,2022-03-20 13:30:00,2022-03-20 17:01:00,Beat-16,13.339041,77.134599
844,844,2024-10-14 02:19:00,2024-10-14 04:31:00,Beat-17,13.994602,75.59106
845,845,2024-07-10 21:39:00,2024-07-11 01:17:00,Beat-18,12.993788,77.645625
846,846,2024-06-19 17:33:00,2024-06-19 19:49:00,Beat-1,13.980484,75.554028
847,847,2023-01-18 02:37:00,2023-01-18 05:41:00,Beat-2,15.855249,74.569962
848,848,2025-07-11 15:44:00,2025-07-11 16:44:00,Beat-3,12.928824,77.587434
849,849,2020-01-24 06:52:00,2020-01-24 09:22:00,Beat-4,12.891111,74.998087
850,850,2023-12-27 20:13:00,2023-12-27 21:21:00,Beat-5,15.488643,75.098172
851,851,2021-01-11 09:45:00,2021-01-11 13:39:00,Beat-6,12.77352,74.951396
852,852,2022-12-31 17:36:00,2022-12-31 19:08:00,Beat-7,13.345801,74.865161
853,853,2023-04-19 01:16:00,2023-04-19 02:33:00,Beat-8,12.997551,77.668748
854,854,2022-06-03 14:44:00,2022-06-03 15:19:00,Beat-9,15.17729,76.918125
855,855,2024-04-11 19:34:00,2024-04-11 20:19:00,Beat-10,12.884943,77.572405
856,856,2022-08-06 11:40:00,2022-08-06 13:20:00,Beat-11,12.363766,76.664337
857,857,2021-04-21 20:36:00,2021-04-21 22:32:00,Beat-12,13.327505,77.144932
858,858,2023-03-05 15:22:00,2023-03-05 17:57:00,Beat-13,12.813968,74.922392
859,859,2022-04-14 15:28:00,2022-04-14 17:07:00,Beat-14,12.831959,74.999606
860,860,2023-02-12 14:57:00,2023-02-12 15:27:00,Beat-15,12.993439,76.212603
861,861,2024-06-03 08:25:00,2024-06-03 09:19:00,Beat-16,13.317382,77.10246
862,862,2021-07-09 17:39:00,2021-07-09 21:27:00,Beat-17,15.520644,75.072441
863,863,2023-01-04 00:48:00,2023-01-04 01:53:00,Beat-18,15.929982,74.579672
864,864,2020-04-03 10:51:00,2020-04-03 12:53:00,Beat-1,12.995527,76.193481
865,865,2022-11-18 03:19:00,2022-11-18 05:22:00,Beat-2,15.559449,75.036261
866,866,2025-03-23 15:52:00,2025-03-23 17:57:00,Beat-3,15.108947,76.822574
867,867,2020-03-10 13:31:00,2020-03-10 14:34:00,Beat-4,12.961488,77.642178
868,868,2023-08-03 21:04:00,2023-08-04 00:38:00,Beat-5,12.777573,74.946204
869,869,2021-06-24 09:28:00,2021-06-24 11:37:00,Beat-6,15.182866,76.990468
870,870,2022-08-13 12:00:00,2022-08-13 12:19:00,Beat-7,13.019093,77.681446
871,871,2022-07-13 23:04:00,2022-07-14 00:49:00,Beat-8,12.986685,77.703848
872,872,2022-06-18 23:00:00,2022-06-19 01:03:00,Beat-9,13.024772,76.059993
873,873,2025-01-06 04:46:00,2025-01-06 05:04:00,Beat-10,15.058147,76.988189
874,874,2022-07-15 00:29:00,2022-07-15 03:26:00,Beat-11,12.39817,76.701924
875,875,2021-07-14 11:44:00,2021-07-14 15:21:00,Beat-12,12.879546,77.576367
876,876,2020-12-19 03:42:00,2020-12-19 04:46:00,Beat-13,15.014425,76.87035
877,877,2021-02-04 10:46:00,2021-02-04 13:33:00,Beat-14,17.233815,76.779533
878,878,2024-06-02 21:53:00,2024-06-03 00:54:00,Beat-15,13.346574,77.100568
879,879,2024-08-07 15:34:00,2024-08-07 16:49:00,Beat-16,15.085529,76.974025
880,880,2022-02-08 05:53:00,2022-02-08 09:00:00,Beat-17,13.018541,77.605754
881,881,2021-01-15 07:26:00,2021-01-15 09:17:00,Beat-18,13.023241,76.134197
882,882,2023-08-31 21:03:00,2023-08-31 23:29:00,Beat-1,12.332191,76.620551
883,883,2021-07-23 15:34:00,2021-07-23 16:42:00,Beat-2,13.349337,74.729161
884,884,2020-06-24 05:57:00,2020-06-24 09:49:00,Beat-3,12.900128,77.613276
885,885,2021-04-15 19:06:00,2021-04-15 22:13:00,Beat-4,15.030453,76.879432
886,886,2020-05-04 20:19:00,2020-05-04 20:39:00,Beat-5,13.327405,77.109703
887,887,2025-09-05 14:59:00,2025-09-05 17:20:00,Beat-6,17.246117,76.790546
888,888,2023-01-11 22:08:00,2023-01-12 00:35:00,Beat-7,12.850732,74.939563
889,889,2023-11-19 22:24:00,2023-11-19 23:47:00,Beat-8,13.961336,75.501625
890,890,2025-09-04 17:04:00,2025-09-04 18:45:00,Beat-9,15.386275,74.964984
891,891,2022-10-19 18:46:00,2022-10-19 21:37:00,Beat-10,15.784529,74.428913
892,892,2024-05-24 18:38:00,2024-05-24 19:12:00,Beat-11,12.93692,77.579359
893,893,2020-03-23 06:55:00,2020-03-23 07:29:00,Beat-12,13.283457,77.449041
894,894,2021-03-22 21:25:00,2021-03-23 00:45:00,Beat-13,15.905765,74.419856
895,895,2020-11-25 05:58:00,2020-11-25 06:21:00,Beat-14,12.348691,76.67866
896,896,2021-04-27 08:23:00,2021-04-27 11:15:00,Beat-15,17.426882,76.88271
897,897,2023-08-10 01:00:00,2023-08-10 03:32:00,Beat-16,13.328117,74.796559
898,898,2025-06-17 11:00:00,2025-06-17 14:53:00,Beat-17,15.401799,75.017725
899,899,2024-04-30 20:02:00,2024-04-30 20:18:00,Beat-18,13.032295,77.55343
900,900,2020-06-25 09:36:00,2020-06-25 11:34:00,Beat-1,15.545487,75.065499
