CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
265,400040020202400001,202400001,2024-02-12,43,20,4,1,4,12,2,4,2024-02-10 13:17:00,2024-02-10 13:42:00,2024-02-10 16:13:00,13.388162,77.062328,Masked FIR summary for drug possession case 0265.
266,100040020202200001,202200001,2022-05-18,44,20,1,2,1,1,2,4,2022-05-14 23:24:00,2022-05-15 02:51:00,2022-05-15 05:19:00,13.359221,77.073092,Masked FIR summary for murder case 0266.
267,100060030202400002,202400002,2024-12-02,68,30,1,1,2,7,2,6,2024-11-29 21:05:00,2024-11-29 22:20:00,2024-11-29 23:45:00,15.743783,74.463432,Masked FIR summary for burglary case 0267.
268,100100045202100001,202100001,2021-11-30,100,45,1,1,3,10,2,10,2021-11-26 08:27:00,2021-11-26 12:03:00,2021-11-26 14:47:00,12.981855,76.171709,Masked FIR summary for cyber fraud case 0268.
269,100070033202500001,202500001,2025-07-15,73,33,1,1,3,10,3,7,2025-07-15 09:16:00,2025-07-15 12:50:00,2025-07-15 13:09:00,17.245489,76.752874,Masked FIR summary for cyber fraud case 0269.
270,100110049202100003,202100003,2021-10-05,109,49,1,1,1,2,6,11,2021-09-30 10:47:00,2021-09-30 11:08:00,2021-09-30 11:52:00,13.93813,75.591442,Masked FIR summary for assault case 0270.
271,100010003202500002,202500002,2025-08-12,2,3,1,1,2,7,1,1,2025-08-09 01:44:00,2025-08-09 03:46:00,2025-08-09 05:50:00,12.920417,77.489445,Masked FIR summary for burglary case 0271.
272,100050024202400002,202400002,2024-11-01,52,24,1,2,2,6,3,5,2024-10-30 04:36:00,2024-10-30 05:19:00,2024-10-30 06:35:00,12.946638,75.01886,Masked FIR summary for robbery case 0272.
273,100100046202200003,202200003,2022-11-29,103,46,1,1,5,14,5,10,2022-11-27 05:55:00,2022-11-27 09:32:00,2022-11-27 09:39:00,12.959461,76.167504,Masked FIR summary for unlawful assembly case 0273.
274,100070032202100001,202100001,2021-06-10,70,32,1,1,5,15,3,7,2021-06-06 23:24:00,2021-06-07 00:59:00,2021-06-07 02:04:00,17.42546,76.879015,Masked FIR summary for rioting case 0274.
275,100010007202300004,202300004,2023-06-09,14,7,1,1,2,5,3,1,2023-06-08 17:08:00,2023-06-08 19:13:00,2023-06-08 22:02:00,13.020442,77.493581,Masked FIR summary for theft case 0275.
276,100020011202400002,202400002,2024-02-03,24,11,1,1,5,15,2,2,2024-02-03 03:00:00,2024-02-03 04:39:00,2024-02-03 04:46:00,13.213004,77.509811,Masked FIR summary for rioting case 0276.
277,100010004202100001,202100001,2021-03-21,5,4,1,2,1,3,3,1,2021-03-18 08:00:00,2021-03-18 11:00:00,2021-03-18 11:39:00,13.029913,77.690729,Masked FIR summary for kidnapping case 0277.
278,100050024202500001,202500001,2025-04-07,53,24,1,2,4,13,3,5,2025-04-06 12:18:00,2025-04-06 13:34:00,2025-04-06 14:25:00,12.904544,75.01756,Masked FIR summary for drug trafficking case 0278.
279,100030017202300002,202300002,2023-02-03,39,17,1,1,3,9,5,3,2023-02-02 07:54:00,2023-02-02 11:30:00,2023-02-02 12:15:00,12.25977,76.685789,Masked FIR summary for fraud case 0279.
280,400050025202400001,202400001,2024-05-07,57,25,4,1,4,12,2,5,2024-05-03 05:32:00,2024-05-03 07:44:00,2024-05-03 08:05:00,12.725773,74.895116,Masked FIR summary for drug possession case 0280.
281,100030015202400001,202400001,2024-12-02,33,15,1,2,2,6,2,3,2024-11-29 13:14:00,2024-11-29 15:34:00,2024-11-29 17:12:00,12.337696,76.581933,Masked FIR summary for robbery case 0281.
282,400120054202500001,202500001,2025-06-05,122,54,4,1,1,2,2,12,2025-06-03 06:10:00,2025-06-03 09:47:00,2025-06-03 12:09:00,13.257761,74.709722,Masked FIR summary for assault case 0282.
283,100050025202000003,202000003,2020-08-22,57,25,1,2,1,1,3,5,2020-08-18 01:48:00,2020-08-18 04:18:00,2020-08-18 06:36:00,12.791618,74.889181,Masked FIR summary for murder case 0283.
284,100120052202100003,202100003,2021-04-02,115,52,1,1,2,8,4,12,2021-03-31 15:20:00,2021-03-31 17:06:00,2021-03-31 17:28:00,13.334165,74.71765,Masked FIR summary for vandalism case 0284.
285,100010004202000001,202000001,2020-07-06,6,4,1,2,1,3,2,1,2020-07-04 18:30:00,2020-07-04 19:42:00,2020-07-04 21:42:00,13.042409,77.681809,Masked FIR summary for kidnapping case 0285.
286,100010005202400002,202400002,2024-06-30,7,5,1,2,1,4,2,1,2024-06-29 11:04:00,2024-06-29 11:42:00,2024-06-29 11:47:00,12.892649,77.494843,Masked FIR summary for sexual assault case 0286.
287,100040019202400001,202400001,2024-02-03,40,19,1,2,1,4,5,4,2024-02-01 01:59:00,2024-02-01 04:13:00,2024-02-01 05:18:00,13.270725,77.065808,Masked FIR summary for sexual assault case 0287.
288,100110048202500001,202500001,2025-11-28,106,48,1,2,4,13,3,11,2025-11-26 01:23:00,2025-11-26 05:03:00,2025-11-26 05:32:00,13.985492,75.571733,Masked FIR summary for drug trafficking case 0288.
289,100010008202100003,202100003,2021-08-13,18,8,1,2,1,1,1,1,2021-08-11 01:26:00,2021-08-11 02:20:00,2021-08-11 02:47:00,12.982586,77.6216,Masked FIR summary for murder case 0289.
290,100100046202000004,202000004,2020-02-11,103,46,1,2,4,13,3,10,2020-02-11 00:05:00,2020-02-11 00:38:00,2020-02-11 02:17:00,12.944214,76.120583,Masked FIR summary for drug trafficking case 0290.
291,100030016202100002,202100002,2021-10-10,35,16,1,1,2,8,3,3,2021-10-07 05:20:00,2021-10-07 06:27:00,2021-10-07 08:31:00,12.275187,76.676244,Masked FIR summary for vandalism case 0291.
292,100050024202100002,202100002,2021-05-27,53,24,1,2,4,13,3,5,2021-05-22 20:32:00,2021-05-22 23:07:00,2021-05-23 00:44:00,12.914835,74.943905,Masked FIR summary for drug trafficking case 0292.
293,100110049202000001,202000001,2020-01-12,111,49,1,1,3,10,3,11,2020-01-11 11:04:00,2020-01-11 13:08:00,2020-01-11 16:00:00,13.982981,75.508737,Masked FIR summary for cyber fraud case 0293.
294,100060029202200001,202200001,2022-09-13,65,29,1,1,4,12,2,6,2022-09-11 07:07:00,2022-09-11 09:12:00,2022-09-11 11:17:00,15.916328,74.59344,Masked FIR summary for drug possession case 0294.
295,100060028202000001,202000001,2020-01-16,61,28,1,2,2,6,4,6,2020-01-12 09:25:00,2020-01-12 11:38:00,2020-01-12 14:08:00,15.866383,74.45695,Masked FIR summary for robbery case 0295.
296,100010007202300005,202300005,2023-03-30,14,7,1,1,5,15,3,1,2023-03-29 16:03:00,2023-03-29 17:07:00,2023-03-29 18:46:00,13.018267,77.514362,Masked FIR summary for rioting case 0296.
297,100030016202400001,202400001,2024-06-01,34,16,1,1,5,14,3,3,2024-05-31 03:48:00,2024-05-31 04:44:00,2024-05-31 07:08:00,12.306592,76.67824,Masked FIR summary for unlawful assembly case 0297.
298,100050024202000001,202000001,2020-08-11,53,24,1,1,3,9,4,5,2020-08-07 04:59:00,2020-08-07 07:01:00,2020-08-07 08:17:00,12.89712,74.949853,Masked FIR summary for fraud case 0298.
299,100030017202200002,202200002,2022-03-19,38,17,1,1,3,10,2,3,2022-03-17 21:04:00,2022-03-18 00:30:00,2022-03-18 01:50:00,12.310628,76.639059,Masked FIR summary for cyber fraud case 0299.
300,100070032202200002,202200002,2022-02-10,70,32,1,1,2,8,3,7,2022-02-09 13:19:00,2022-02-09 15:41:00,2022-02-09 18:14:00,17.364898,76.823498,Masked FIR summary for vandalism case 0300.
301,100020012202500001,202500001,2025-02-11,27,12,1,1,3,9,3,2,2025-02-09 14:06:00,2025-02-09 17:09:00,2025-02-09 18:26:00,13.130626,77.566013,Masked FIR summary for fraud case 0301.
302,100090042202300002,202300002,2023-08-08,95,42,1,1,3,11,2,9,2023-08-04 19:54:00,2023-08-04 20:09:00,2023-08-04 22:29:00,15.068225,76.848295,Masked FIR summary for cheque fraud case 0302.
303,100050023202500002,202500002,2025-02-28,49,23,1,1,3,9,3,5,2025-02-28 00:41:00,2025-02-28 02:26:00,2025-02-28 04:52:00,12.783141,74.980801,Masked FIR summary for fraud case 0303.
304,100090042202000002,202000002,2020-02-23,95,42,1,2,4,13,5,9,2020-02-19 05:58:00,2020-02-19 07:30:00,2020-02-19 07:38:00,15.063575,76.79509,Masked FIR summary for drug trafficking case 0304.
305,300060030202200001,202200001,2022-08-26,67,30,3,1,3,10,2,6,2022-08-23 15:58:00,2022-08-23 17:11:00,2022-08-23 18:04:00,15.765979,74.486801,Masked FIR summary for cyber fraud case 0305.
306,100030017202300003,202300003,2023-03-13,39,17,1,1,2,7,2,3,2023-03-11 01:22:00,2023-03-11 02:11:00,2023-03-11 02:47:00,12.322282,76.627518,Masked FIR summary for burglary case 0306.
307,100120053202200001,202200001,2022-09-17,118,53,1,1,5,15,2,12,2022-09-14 19:04:00,2022-09-14 22:08:00,2022-09-14 22:46:00,13.419859,74.839618,Masked FIR summary for rioting case 0307.
308,100030015202100002,202100002,2021-05-18,33,15,1,1,4,12,3,3,2021-05-16 22:11:00,2021-05-16 23:13:00,2021-05-17 01:59:00,12.368311,76.540378,Masked FIR summary for drug possession case 0308.
309,100010004202000002,202000002,2020-03-22,6,4,1,1,4,12,5,1,2020-03-19 11:18:00,2020-03-19 13:01:00,2020-03-19 15:07:00,12.984587,77.612732,Masked FIR summary for drug possession case 0309.
310,100020012202500002,202500002,2025-06-20,26,12,1,1,3,11,3,2,2025-06-16 18:33:00,2025-06-16 20:59:00,2025-06-16 21:12:00,13.157847,77.488767,Masked FIR summary for cheque fraud case 0310.
311,100040020202500003,202500003,2025-05-07,43,20,1,1,1,2,3,4,2025-05-07 04:21:00,2025-05-07 05:40:00,2025-05-07 07:54:00,13.359989,77.105644,Masked FIR summary for assault case 0311.
312,100010005202200003,202200003,2022-11-22,7,5,1,2,4,13,1,1,2022-11-19 17:26:00,2022-11-19 20:56:00,2022-11-19 21:21:00,12.878185,77.555962,Masked FIR summary for drug trafficking case 0312.
313,400100044202100001,202100001,2021-08-07,98,44,4,1,5,15,5,10,2021-08-02 09:06:00,2021-08-02 10:16:00,2021-08-02 11:00:00,12.987944,76.058168,Masked FIR summary for rioting case 0313.
314,100040020202000003,202000003,2020-02-27,43,20,1,2,1,3,5,4,2020-02-27 12:25:00,2020-02-27 14:30:00,2020-02-27 17:24:00,13.341876,77.139928,Masked FIR summary for kidnapping case 0314.
315,100040021202400001,202400001,2024-09-11,48,21,1,1,3,10,3,4,2024-09-06 23:13:00,2024-09-06 23:45:00,2024-09-07 02:15:00,13.320553,77.075094,Masked FIR summary for cyber fraud case 0315.
316,100020011202400003,202400003,2024-08-28,22,11,1,1,2,8,4,2,2024-08-24 10:55:00,2024-08-24 12:34:00,2024-08-24 14:54:00,13.24789,77.459518,Masked FIR summary for vandalism case 0316.
317,100110050202000002,202000002,2020-09-18,112,50,1,1,3,9,3,11,2020-09-16 03:23:00,2020-09-16 04:20:00,2020-09-16 06:00:00,13.980829,75.61426,Masked FIR summary for fraud case 0317.
318,100050025202400001,202400001,2024-08-18,56,25,1,2,2,6,4,5,2024-08-17 06:59:00,2024-08-17 07:40:00,2024-08-17 08:46:00,12.823241,74.896929,Masked FIR summary for robbery case 0318.
319,100010004202300001,202300001,2023-07-30,5,4,1,1,2,7,4,1,2023-07-29 19:14:00,2023-07-29 20:07:00,2023-07-29 20:55:00,13.001004,77.67821,Masked FIR summary for burglary case 0319.
320,100060029202500001,202500001,2025-09-16,65,29,1,2,4,13,2,6,2025-09-13 08:15:00,2025-09-13 10:27:00,2025-09-13 11:21:00,15.92809,74.511171,Masked FIR summary for drug trafficking case 0320.
321,100010003202200001,202200001,2022-11-22,1,3,1,2,1,1,4,1,2022-11-19 06:40:00,2022-11-19 07:14:00,2022-11-19 08:49:00,12.895858,77.569816,Masked FIR summary for murder case 0321.
322,100010004202200001,202200001,2022-07-01,4,4,1,1,2,8,3,1,2022-06-29 17:31:00,2022-06-29 18:29:00,2022-06-29 20:14:00,12.956972,77.68635,Masked FIR summary for vandalism case 0322.
323,100120052202300004,202300004,2023-01-24,115,52,1,1,3,10,6,12,2023-01-21 08:17:00,2023-01-21 10:26:00,2023-01-21 12:53:00,13.30215,74.680635,Masked FIR summary for cyber fraud case 0323.
324,100030015202400002,202400002,2024-05-21,31,15,1,1,3,10,2,3,2024-05-18 00:51:00,2024-05-18 02:13:00,2024-05-18 03:51:00,12.38833,76.577358,Masked FIR summary for cyber fraud case 0324.
325,100010006202300002,202300002,2023-03-10,10,6,1,1,5,14,3,1,2023-03-08 10:42:00,2023-03-08 12:32:00,2023-03-08 15:32:00,13.01348,77.582033,Masked FIR summary for unlawful assembly case 0325.
326,400040020202300001,202300001,2023-04-01,44,20,4,2,1,4,2,4,2023-03-31 07:15:00,2023-03-31 07:42:00,2023-03-31 09:03:00,13.299444,77.100581,Masked FIR summary for sexual assault case 0326.
327,100020011202300001,202300001,2023-08-27,22,11,1,1,1,2,3,2,2023-08-23 23:35:00,2023-08-24 00:13:00,2023-08-24 02:31:00,13.238687,77.525135,Masked FIR summary for assault case 0327.
328,100100044202300002,202300002,2023-02-15,99,44,1,1,2,8,3,10,2023-02-13 05:39:00,2023-02-13 09:12:00,2023-02-13 10:37:00,12.992164,76.019199,Masked FIR summary for vandalism case 0328.
329,100030017202500001,202500001,2025-08-26,37,17,1,1,5,14,2,3,2025-08-21 12:32:00,2025-08-21 16:32:00,2025-08-21 18:47:00,12.290015,76.625511,Masked FIR summary for unlawful assembly case 0329.
330,100030017202000001,202000001,2020-09-01,37,17,1,1,3,11,2,3,2020-08-27 23:43:00,2020-08-28 00:42:00,2020-08-28 03:17:00,12.246028,76.638624,Masked FIR summary for cheque fraud case 0330.
331,300010007202400001,202400001,2024-09-23,14,7,3,1,3,9,2,1,2024-09-19 05:56:00,2024-09-19 07:58:00,2024-09-19 08:58:00,12.998478,77.543165,Masked FIR summary for fraud case 0331.
332,100110048202500002,202500002,2025-11-23,107,48,1,1,3,9,4,11,2025-11-21 03:13:00,2025-11-21 06:02:00,2025-11-21 07:10:00,13.965405,75.522736,Masked FIR summary for fraud case 0332.
333,100090041202300001,202300001,2023-01-04,93,41,1,1,3,11,4,9,2022-12-31 02:06:00,2022-12-31 03:55:00,2022-12-31 05:34:00,15.053809,76.983642,Masked FIR summary for cheque fraud case 0333.
334,100120054202400001,202400001,2024-07-22,122,54,1,1,3,10,3,12,2024-07-19 09:05:00,2024-07-19 10:45:00,2024-07-19 12:13:00,13.285535,74.726483,Masked FIR summary for cyber fraud case 0334.
335,400040020202000001,202000001,2020-02-19,45,20,4,1,4,12,4,4,2020-02-15 04:08:00,2020-02-15 06:46:00,2020-02-15 06:58:00,13.389002,77.088663,Masked FIR summary for drug possession case 0335.
336,100030016202000003,202000003,2020-02-07,36,16,1,1,5,14,1,3,2020-02-04 15:44:00,2020-02-04 19:20:00,2020-02-04 20:40:00,12.253741,76.719341,Masked FIR summary for unlawful assembly case 0336.
337,100010004202300002,202300002,2023-07-13,4,4,1,1,2,5,3,1,2023-07-09 10:04:00,2023-07-09 13:04:00,2023-07-09 13:56:00,13.018673,77.625344,Masked FIR summary for theft case 0337.
338,100050025202100001,202100001,2021-02-26,56,25,1,1,2,8,3,5,2021-02-23 21:44:00,2021-02-23 23:58:00,2021-02-24 00:08:00,12.779725,74.927266,Masked FIR summary for vandalism case 0338.
339,100100045202200003,202200003,2022-09-15,100,45,1,1,3,10,4,10,2022-09-12 12:11:00,2022-09-12 13:00:00,2022-09-12 15:52:00,13.024948,76.200738,Masked FIR summary for cyber fraud case 0339.
340,800090042202300001,202300001,2023-08-01,96,42,8,1,2,8,4,9,2023-08-01 09:21:00,2023-08-01 10:47:00,2023-08-01 11:20:00,15.034945,76.839336,Masked FIR summary for vandalism case 0340.
341,400100046202300001,202300001,2023-07-24,103,46,4,1,5,15,3,10,2023-07-23 14:52:00,2023-07-23 17:19:00,2023-07-23 18:03:00,12.930641,76.200837,Masked FIR summary for rioting case 0341.
342,100110048202300001,202300001,2023-07-17,106,48,1,1,5,15,5,11,2023-07-17 09:34:00,2023-07-17 13:20:00,2023-07-17 14:07:00,13.943326,75.558885,Masked FIR summary for rioting case 0342.
343,100010008202500003,202500003,2025-08-28,16,8,1,1,5,15,1,1,2025-08-25 16:38:00,2025-08-25 20:14:00,2025-08-25 22:03:00,12.991163,77.592866,Masked FIR summary for rioting case 0343.
344,100060029202500002,202500002,2025-12-09,65,29,1,2,1,1,3,6,2025-12-07 22:06:00,2025-12-08 01:54:00,2025-12-08 03:54:00,15.872975,74.532373,Masked FIR summary for murder case 0344.
345,100080036202400001,202400001,2024-02-19,80,36,1,1,5,15,2,8,2024-02-16 08:00:00,2024-02-16 08:29:00,2024-02-16 10:59:00,15.490642,75.046607,Masked FIR summary for rioting case 0345.
346,100020011202400004,202400004,2024-11-28,24,11,1,2,2,6,4,2,2024-11-26 22:36:00,2024-11-27 00:16:00,2024-11-27 02:36:00,13.173275,77.542259,Masked FIR summary for robbery case 0346.
347,400040020202300002,202300002,2023-09-16,44,20,4,1,3,10,1,4,2023-09-13 02:35:00,2023-09-13 04:23:00,2023-09-13 05:53:00,13.376717,77.123284,Masked FIR summary for cyber fraud case 0347.
348,100040021202200001,202200001,2022-04-12,48,21,1,1,1,2,3,4,2022-04-10 08:05:00,2022-04-10 08:51:00,2022-04-10 10:52:00,13.379453,77.090589,Masked FIR summary for assault case 0348.
349,100030016202000004,202000004,2020-07-22,34,16,1,1,2,5,2,3,2020-07-20 13:59:00,2020-07-20 16:30:00,2020-07-20 18:54:00,12.263276,76.723532,Masked FIR summary for theft case 0349.
350,100050024202400003,202400003,2024-02-08,54,24,1,1,3,11,2,5,2024-02-07 13:14:00,2024-02-07 14:13:00,2024-02-07 14:37:00,12.883935,74.965088,Masked FIR summary for cheque fraud case 0350.
351,100040021202500002,202500002,2025-05-11,47,21,1,1,2,8,1,4,2025-05-08 10:15:00,2025-05-08 11:56:00,2025-05-08 14:25:00,13.307173,77.107086,Masked FIR summary for vandalism case 0351.
352,400090042202200001,202200001,2022-01-25,94,42,4,1,3,10,3,9,2022-01-24 20:58:00,2022-01-25 00:13:00,2022-01-25 00:39:00,15.080271,76.852625,Masked FIR summary for cyber fraud case 0352.
353,100110050202400001,202400001,2024-09-15,112,50,1,2,1,1,2,11,2024-09-10 10:36:00,2024-09-10 12:19:00,2024-09-10 14:16:00,13.927797,75.648671,Masked FIR summary for murder case 0353.
354,100060028202400001,202400001,2024-01-28,63,28,1,2,1,3,4,6,2024-01-23 17:06:00,2024-01-23 19:21:00,2024-01-23 20:33:00,15.929034,74.483397,Masked FIR summary for kidnapping case 0354.
355,100110049202500002,202500002,2025-03-05,109,49,1,1,3,10,2,11,2025-02-28 17:45:00,2025-02-28 21:03:00,2025-02-28 23:20:00,13.901403,75.545522,Masked FIR summary for cyber fraud case 0355.
356,100050024202000002,202000002,2020-08-21,53,24,1,1,1,2,3,5,2020-08-18 03:20:00,2020-08-18 05:18:00,2020-08-18 06:31:00,12.906854,74.937886,Masked FIR summary for assault case 0356.
357,100080038202300002,202300002,2023-02-26,85,38,1,1,2,7,4,8,2023-02-22 14:00:00,2023-02-22 17:43:00,2023-02-22 19:52:00,15.428153,74.974472,Masked FIR summary for burglary case 0357.
358,100120054202500001,202500001,2025-07-04,121,54,1,1,5,14,3,12,2025-06-30 07:43:00,2025-06-30 10:29:00,2025-06-30 12:36:00,13.270465,74.753626,Masked FIR summary for unlawful assembly case 0358.
359,100090042202100001,202100001,2021-02-11,94,42,1,2,1,4,2,9,2021-02-07 01:07:00,2021-02-07 01:34:00,2021-02-07 03:53:00,15.025588,76.796263,Masked FIR summary for sexual assault case 0359.
360,100110049202300003,202300003,2023-04-26,111,49,1,1,2,7,6,11,2023-04-26 11:49:00,2023-04-26 12:44:00,2023-04-26 15:41:00,13.988192,75.52881,Masked FIR summary for burglary case 0360.
361,100060028202300002,202300002,2023-07-01,61,28,1,1,5,14,2,6,2023-06-27 21:21:00,2023-06-27 22:57:00,2023-06-28 00:03:00,15.879551,74.411055,Masked FIR summary for unlawful assembly case 0361.
362,100080037202100001,202100001,2021-01-01,83,37,1,1,2,8,2,8,2020-12-31 21:39:00,2020-12-31 23:23:00,2021-01-01 02:00:00,15.467884,74.965119,Masked FIR summary for vandalism case 0362.
363,100020010202100002,202100002,2021-03-18,19,10,1,2,2,6,2,2,2021-03-17 06:31:00,2021-03-17 08:48:00,2021-03-17 09:50:00,13.292328,77.475101,Masked FIR summary for robbery case 0363.
364,100110050202500003,202500003,2025-04-21,113,50,1,1,1,2,2,11,2025-04-18 15:20:00,2025-04-18 18:13:00,2025-04-18 18:18:00,13.922885,75.644796,Masked FIR summary for assault case 0364.
365,100010007202000002,202000002,2020-07-19,15,7,1,1,4,12,1,1,2020-07-15 13:40:00,2020-07-15 14:10:00,2020-07-15 14:29:00,12.997247,77.542294,Masked FIR summary for drug possession case 0365.
366,100080036202400002,202400002,2024-02-19,79,36,1,2,2,6,1,8,2024-02-18 13:45:00,2024-02-18 15:42:00,2024-02-18 17:16:00,15.526501,75.087565,Masked FIR summary for robbery case 0366.
367,100070034202000002,202000002,2020-01-02,77,34,1,2,1,1,3,7,2019-12-31 16:25:00,2019-12-31 17:15:00,2019-12-31 18:20:00,17.274017,76.750706,Masked FIR summary for murder case 0367.
368,100060030202300002,202300002,2023-09-16,69,30,1,1,3,10,2,6,2023-09-12 17:33:00,2023-09-12 21:24:00,2023-09-12 21:37:00,15.814118,74.429153,Masked FIR summary for cyber fraud case 0368.
369,100040019202000002,202000002,2020-01-19,40,19,1,1,5,15,2,4,2020-01-17 21:43:00,2020-01-17 23:02:00,2020-01-18 01:03:00,13.26121,77.074027,Masked FIR summary for rioting case 0369.
370,800030017202400001,202400001,2024-02-16,38,17,8,1,2,7,1,3,2024-02-13 00:29:00,2024-02-13 03:10:00,2024-02-13 05:34:00,12.339298,76.611046,Masked FIR summary for burglary case 0370.
371,100050024202000003,202000003,2020-07-18,53,24,1,1,3,9,3,5,2020-07-15 00:30:00,2020-07-15 01:14:00,2020-07-15 03:08:00,12.861956,74.953141,Masked FIR summary for fraud case 0371.
372,100070033202300001,202300001,2023-08-04,75,33,1,1,5,15,5,7,2023-07-31 03:13:00,2023-07-31 04:51:00,2023-07-31 06:50:00,17.262559,76.774223,Masked FIR summary for rioting case 0372.
373,100010007202200003,202200003,2022-01-23,13,7,1,1,2,8,2,1,2022-01-20 08:27:00,2022-01-20 10:28:00,2022-01-20 12:39:00,13.015552,77.502223,Masked FIR summary for vandalism case 0373.
374,400100046202100001,202100001,2021-02-22,104,46,4,1,3,9,3,10,2021-02-19 15:21:00,2021-02-19 18:34:00,2021-02-19 20:10:00,12.992456,76.21146,Masked FIR summary for fraud case 0374.
375,100100046202400001,202400001,2024-08-04,105,46,1,1,3,9,5,10,2024-08-02 15:39:00,2024-08-02 16:07:00,2024-08-02 16:27:00,12.938609,76.153507,Masked FIR summary for fraud case 0375.
376,100010007202000003,202000003,2020-11-28,13,7,1,1,5,15,3,1,2020-11-26 01:07:00,2020-11-26 02:22:00,2020-11-26 03:24:00,13.025598,77.540789,Masked FIR summary for rioting case 0376.
377,100100044202100002,202100002,2021-01-16,99,44,1,1,4,12,1,10,2021-01-15 07:55:00,2021-01-15 09:19:00,2021-01-15 11:48:00,12.935902,76.07031,Masked FIR summary for drug possession case 0377.
378,100040019202000003,202000003,2020-11-22,41,19,1,1,1,2,3,4,2020-11-18 01:22:00,2020-11-18 04:04:00,2020-11-18 05:16:00,13.302666,77.151777,Masked FIR summary for assault case 0378.
379,100070033202000001,202000001,2020-07-13,73,33,1,1,3,11,2,7,2020-07-09 05:32:00,2020-07-09 09:06:00,2020-07-09 12:02:00,17.261634,76.820304,Masked FIR summary for cheque fraud case 0379.
380,100090041202000001,202000001,2020-10-11,92,41,1,2,1,4,1,9,2020-10-10 04:39:00,2020-10-10 05:21:00,2020-10-10 06:17:00,15.067512,76.981362,Masked FIR summary for sexual assault case 0380.
381,100040019202000004,202000004,2020-06-16,40,19,1,1,4,12,6,4,2020-06-11 22:21:00,2020-06-12 00:27:00,2020-06-12 03:18:00,13.262294,77.115626,Masked FIR summary for drug possession case 0381.
382,400030015202000001,202000001,2020-01-09,32,15,4,2,1,1,2,3,2020-01-09 12:18:00,2020-01-09 16:14:00,2020-01-09 17:39:00,12.369798,76.607445,Masked FIR summary for murder case 0382.
383,100120052202300005,202300005,2023-02-18,116,52,1,2,2,6,6,12,2023-02-17 06:51:00,2023-02-17 08:41:00,2023-02-17 11:27:00,13.385624,74.736633,Masked FIR summary for robbery case 0383.
384,100050023202500003,202500003,2025-09-22,51,23,1,1,2,8,2,5,2025-09-18 07:14:00,2025-09-18 07:56:00,2025-09-18 09:30:00,12.784092,75.020623,Masked FIR summary for vandalism case 0384.
385,100120053202200002,202200002,2022-12-18,119,53,1,2,2,6,4,12,2022-12-15 11:16:00,2022-12-15 14:36:00,2022-12-15 15:55:00,13.35294,74.792922,Masked FIR summary for robbery case 0385.
386,100010006202000002,202000002,2020-06-23,10,6,1,1,2,5,2,1,2020-06-21 18:04:00,2020-06-21 20:19:00,2020-06-21 21:48:00,13.050502,77.566566,Masked FIR summary for theft case 0386.
387,100010007202000004,202000004,2020-11-23,13,7,1,2,2,6,3,1,2020-11-22 11:51:00,2020-11-22 13:00:00,2020-11-22 13:19:00,13.033849,77.569696,Masked FIR summary for robbery case 0387.
388,100050025202100002,202100002,2021-04-05,55,25,1,1,3,9,3,5,2021-04-04 22:53:00,2021-04-05 00:46:00,2021-04-05 02:59:00,12.729009,74.897629,Masked FIR summary for fraud case 0388.
389,100100044202200001,202200001,2022-03-11,97,44,1,1,4,12,4,10,2022-03-10 01:08:00,2022-03-10 03:57:00,2022-03-10 04:18:00,12.96896,76.098263,Masked FIR summary for drug possession case 0389.
390,400030016202500001,202500001,2025-02-09,34,16,4,1,3,11,3,3,2025-02-04 17:28:00,2025-02-04 20:50:00,2025-02-04 21:31:00,12.269673,76.686961,Masked FIR summary for cheque fraud case 0390.
391,100110050202000003,202000003,2020-05-02,112,50,1,2,1,3,2,11,2020-04-30 13:55:00,2020-04-30 15:07:00,2020-04-30 18:00:00,13.975812,75.563151,Masked FIR summary for kidnapping case 0391.
392,100020012202400001,202400001,2024-02-24,27,12,1,2,1,3,2,2,2024-02-22 10:42:00,2024-02-22 13:46:00,2024-02-22 14:45:00,13.167862,77.534827,Masked FIR summary for kidnapping case 0392.
393,100080037202000001,202000001,2020-09-04,82,37,1,2,1,3,5,8,2020-09-03 02:08:00,2020-09-03 02:57:00,2020-09-03 05:18:00,15.461285,74.99949,Masked FIR summary for kidnapping case 0393.
394,100050023202200002,202200002,2022-08-19,50,23,1,2,1,3,3,5,2022-08-15 10:33:00,2022-08-15 13:35:00,2022-08-15 14:54:00,12.809529,74.944489,Masked FIR summary for kidnapping case 0394.
395,100020011202100002,202100002,2021-08-31,24,11,1,1,2,5,2,2,2021-08-29 12:44:00,2021-08-29 15:11:00,2021-08-29 16:40:00,13.232733,77.542952,Masked FIR summary for theft case 0395.
396,100010004202500003,202500003,2025-03-23,6,4,1,1,3,11,2,1,2025-03-19 18:12:00,2025-03-19 19:01:00,2025-03-19 21:01:00,13.045979,77.662202,Masked FIR summary for cheque fraud case 0396.
397,100030016202400002,202400002,2024-06-28,36,16,1,1,4,12,2,3,2024-06-24 06:20:00,2024-06-24 06:49:00,2024-06-24 09:33:00,12.312118,76.670877,Masked FIR summary for drug possession case 0397.
